Entity,Code,Year,"Average effective age of retirement, women (OECD)"
Argentina,ARG,1982,70.9
Argentina,ARG,1983,67.3
Argentina,ARG,1984,67.9
Argentina,ARG,1985,68
Argentina,ARG,1986,68.4
Argentina,ARG,1987,68.8
Argentina,ARG,1988,70.6
Argentina,ARG,1989,70.7
Argentina,ARG,1990,68.2
Argentina,ARG,1991,68.7
Argentina,ARG,1992,69.6
Argentina,ARG,1993,69.2
Argentina,ARG,1994,68.9
Argentina,ARG,1995,67.5
Argentina,ARG,1996,66.9
Argentina,ARG,1997,67.90000153
Argentina,ARG,1998,69
Argentina,ARG,1999,70.3
Argentina,ARG,2000,71.6
Argentina,ARG,2001,69.7
Argentina,ARG,2002,68.3
Argentina,ARG,2003,67.3
Argentina,ARG,2004,67
Argentina,ARG,2005,65.9
Argentina,ARG,2006,66
Argentina,ARG,2007,63.8
Argentina,ARG,2008,63.4
Argentina,ARG,2009,64
Argentina,ARG,2010,64.8
Argentina,ARG,2011,65
Argentina,ARG,2012,65.9
Argentina,ARG,2013,64.8
Argentina,ARG,2014,64.1
Argentina,ARG,2015,63.9
Argentina,ARG,2016,63.2
Argentina,ARG,2017,63.70000076
Argentina,ARG,2018,64.30000305
Australia,AUS,1970,65.2
Australia,AUS,1971,64.9
Australia,AUS,1972,64.4
Australia,AUS,1973,63.6
Australia,AUS,1974,63.5
Australia,AUS,1975,61.7
Australia,AUS,1976,62.6
Australia,AUS,1977,60.9
Australia,AUS,1978,60.3
Australia,AUS,1979,60.2
Australia,AUS,1980,60
Australia,AUS,1981,59.5
Australia,AUS,1982,59.5
Australia,AUS,1983,58.7
Australia,AUS,1984,58.7
Australia,AUS,1985,58.9
Australia,AUS,1986,59.3
Australia,AUS,1987,59
Australia,AUS,1988,60.1
Australia,AUS,1989,60
Australia,AUS,1990,60.4
Australia,AUS,1991,60
Australia,AUS,1992,60.1
Australia,AUS,1993,60.5
Australia,AUS,1994,59.2
Australia,AUS,1995,59.4
Australia,AUS,1996,59
Australia,AUS,1997,59
Australia,AUS,1998,59
Australia,AUS,1999,59.5
Australia,AUS,2000,59.6
Australia,AUS,2001,60.1
Australia,AUS,2002,60.5
Australia,AUS,2003,61
Australia,AUS,2004,60.6
Australia,AUS,2005,61.3
Australia,AUS,2006,62.1
Australia,AUS,2007,61.8
Australia,AUS,2008,61.4
Australia,AUS,2009,62.5
Australia,AUS,2010,62.7
Australia,AUS,2011,62.7
Australia,AUS,2012,62.7
Australia,AUS,2013,62.9
Australia,AUS,2014,62.7
Australia,AUS,2015,63.2
Australia,AUS,2016,63.6
Australia,AUS,2017,64.19999695
Australia,AUS,2018,64.30000305
Austria,AUT,1970,64.2
Austria,AUT,1971,64.3
Austria,AUT,1972,64.3
Austria,AUT,1973,65
Austria,AUT,1974,65.4
Austria,AUT,1975,65.2
Austria,AUT,1976,64.8
Austria,AUT,1977,64.7
Austria,AUT,1978,64
Austria,AUT,1979,63
Austria,AUT,1980,62.6
Austria,AUT,1981,62.1
Austria,AUT,1982,61.7
Austria,AUT,1983,61.4
Austria,AUT,1984,61.7
Austria,AUT,1985,61.4
Austria,AUT,1986,60.9
Austria,AUT,1987,61
Austria,AUT,1988,60.8
Austria,AUT,1989,60.7
Austria,AUT,1990,60.8
Austria,AUT,1991,60.7
Austria,AUT,1992,60.4
Austria,AUT,1993,60
Austria,AUT,1994,59.8
Austria,AUT,1995,59.6
Austria,AUT,1996,59.5
Austria,AUT,1997,59.79999924
Austria,AUT,1998,59.90000153
Austria,AUT,1999,59.1
Austria,AUT,2000,58.9
Austria,AUT,2001,58.3
Austria,AUT,2002,59.1
Austria,AUT,2003,59
Austria,AUT,2004,58.2
Austria,AUT,2005,57.9
Austria,AUT,2006,58.8
Austria,AUT,2007,57.7
Austria,AUT,2008,57.5
Austria,AUT,2009,57.3
Austria,AUT,2010,57.8
Austria,AUT,2011,58.3
Austria,AUT,2012,59.3
Austria,AUT,2013,60.1
Austria,AUT,2014,60.2
Austria,AUT,2015,60.3
Austria,AUT,2016,60.6
Austria,AUT,2017,61.09999847
Austria,AUT,2018,60.79999924
Belgium,BEL,1970,62.7
Belgium,BEL,1971,62.9
Belgium,BEL,1972,63.1
Belgium,BEL,1973,63.1
Belgium,BEL,1974,63
Belgium,BEL,1975,63
Belgium,BEL,1976,61.8
Belgium,BEL,1977,60.2
Belgium,BEL,1978,59.9
Belgium,BEL,1979,59.8
Belgium,BEL,1980,59
Belgium,BEL,1981,58.9
Belgium,BEL,1982,59.2
Belgium,BEL,1983,58.1
Belgium,BEL,1984,57.4
Belgium,BEL,1985,57.5
Belgium,BEL,1986,57.2
Belgium,BEL,1987,56.3
Belgium,BEL,1988,55.9
Belgium,BEL,1989,55.9
Belgium,BEL,1990,56.1
Belgium,BEL,1991,56.5
Belgium,BEL,1992,55.4
Belgium,BEL,1993,56.8
Belgium,BEL,1994,56.8
Belgium,BEL,1995,56.4
Belgium,BEL,1996,55.5
Belgium,BEL,1997,56.79999924
Belgium,BEL,1998,56.79999924
Belgium,BEL,1999,57.6
Belgium,BEL,2000,57.1
Belgium,BEL,2001,57
Belgium,BEL,2002,56.8
Belgium,BEL,2003,56.4
Belgium,BEL,2004,57
Belgium,BEL,2005,57.6
Belgium,BEL,2006,57.9
Belgium,BEL,2007,59
Belgium,BEL,2008,59.3
Belgium,BEL,2009,59.8
Belgium,BEL,2010,59
Belgium,BEL,2011,59
Belgium,BEL,2012,58.7
Belgium,BEL,2013,59
Belgium,BEL,2014,59.2
Belgium,BEL,2015,59.6
Belgium,BEL,2016,59.7
Belgium,BEL,2017,60.09999847
Belgium,BEL,2018,60.5
Brazil,BRA,1970,73.6
Brazil,BRA,1971,73.7
Brazil,BRA,1972,73.9
Brazil,BRA,1973,74.1
Brazil,BRA,1974,74.5
Brazil,BRA,1975,74.4
Brazil,BRA,1976,74.2
Brazil,BRA,1977,74
Brazil,BRA,1978,73.7
Brazil,BRA,1979,73.5
Brazil,BRA,1980,73.3
Brazil,BRA,1981,73
Brazil,BRA,1982,72.6
Brazil,BRA,1983,72.3
Brazil,BRA,1984,72
Brazil,BRA,1985,71.7
Brazil,BRA,1986,70.1
Brazil,BRA,1987,71.5
Brazil,BRA,1988,70.1
Brazil,BRA,1989,69.4
Brazil,BRA,1990,68.6
Brazil,BRA,1991,67.4
Brazil,BRA,1992,65
Brazil,BRA,1993,63.6
Brazil,BRA,1994,65.1
Brazil,BRA,1995,65.2
Brazil,BRA,1996,63.4
Brazil,BRA,1997,63.90000153
Brazil,BRA,1998,63.29999924
Brazil,BRA,1999,63.9
Brazil,BRA,2000,62.8
Brazil,BRA,2001,63.9
Brazil,BRA,2002,63.8
Brazil,BRA,2003,65.1
Brazil,BRA,2004,63.8
Brazil,BRA,2005,64.7
Brazil,BRA,2006,65.6
Brazil,BRA,2007,63.6
Brazil,BRA,2008,63.2
Brazil,BRA,2009,63.5
Brazil,BRA,2010,63
Brazil,BRA,2011,62.3
Brazil,BRA,2012,62.7
Brazil,BRA,2013,63
Brazil,BRA,2014,62.4
Brazil,BRA,2015,62.6
Brazil,BRA,2016,63.5
Brazil,BRA,2017,63.20000076
Brazil,BRA,2018,63.29999924
Bulgaria,BGR,1970,59.5
Bulgaria,BGR,1971,59.1
Bulgaria,BGR,1972,58.8
Bulgaria,BGR,1973,58.5
Bulgaria,BGR,1974,58.2
Bulgaria,BGR,1975,58
Bulgaria,BGR,1976,57.6
Bulgaria,BGR,1977,57.2
Bulgaria,BGR,1978,56.8
Bulgaria,BGR,1979,56.3
Bulgaria,BGR,1980,55.9
Bulgaria,BGR,1981,56
Bulgaria,BGR,1982,56.1
Bulgaria,BGR,1983,56.2
Bulgaria,BGR,1984,56.4
Bulgaria,BGR,1985,56.5
Bulgaria,BGR,1986,56.8
Bulgaria,BGR,1987,57.1
Bulgaria,BGR,1988,57.3
Bulgaria,BGR,1989,57.5
Bulgaria,BGR,1990,57.6
Bulgaria,BGR,1991,57.2
Bulgaria,BGR,1992,56.8
Bulgaria,BGR,1993,56.3
Bulgaria,BGR,1994,55.8
Bulgaria,BGR,1995,55.4
Bulgaria,BGR,1996,54.9
Bulgaria,BGR,1997,54.40000153
Bulgaria,BGR,1998,54.5
Bulgaria,BGR,1999,54.6
Bulgaria,BGR,2000,54.7
Bulgaria,BGR,2001,55.4
Bulgaria,BGR,2002,55.3
Bulgaria,BGR,2003,54.5
Bulgaria,BGR,2004,55.4
Bulgaria,BGR,2005,55.9
Bulgaria,BGR,2006,56.8
Bulgaria,BGR,2007,58.9
Bulgaria,BGR,2008,60.8
Bulgaria,BGR,2009,60.4
Bulgaria,BGR,2010,60.5
Bulgaria,BGR,2011,60.1
Bulgaria,BGR,2012,59.5
Bulgaria,BGR,2013,60.2
Bulgaria,BGR,2014,60.7
Bulgaria,BGR,2015,61
Bulgaria,BGR,2016,60.7
Bulgaria,BGR,2017,61
Bulgaria,BGR,2018,61.40000153
Canada,CAN,1970,66.3
Canada,CAN,1971,66.3
Canada,CAN,1972,66.1
Canada,CAN,1973,65.6
Canada,CAN,1974,65.2
Canada,CAN,1975,64.9
Canada,CAN,1976,64.7
Canada,CAN,1977,64.1
Canada,CAN,1978,63.7
Canada,CAN,1979,64.3
Canada,CAN,1980,63.9
Canada,CAN,1981,63.5
Canada,CAN,1982,63.5
Canada,CAN,1983,63.5
Canada,CAN,1984,62.4
Canada,CAN,1985,62.9
Canada,CAN,1986,62.5
Canada,CAN,1987,62.5
Canada,CAN,1988,62.5
Canada,CAN,1989,62.9
Canada,CAN,1990,61.8
Canada,CAN,1991,62.2
Canada,CAN,1992,61.8
Canada,CAN,1993,61.3
Canada,CAN,1994,60.8
Canada,CAN,1995,60.1
Canada,CAN,1996,59.5
Canada,CAN,1997,59.79999924
Canada,CAN,1998,60.20000076
Canada,CAN,1999,60.6
Canada,CAN,2000,60.8
Canada,CAN,2001,61.1
Canada,CAN,2002,61.5
Canada,CAN,2003,62.2
Canada,CAN,2004,62
Canada,CAN,2005,61.6
Canada,CAN,2006,61.9
Canada,CAN,2007,62
Canada,CAN,2008,61.6
Canada,CAN,2009,62.1
Canada,CAN,2010,62.3
Canada,CAN,2011,62.6
Canada,CAN,2012,62.7
Canada,CAN,2013,63.2
Canada,CAN,2014,62.5
Canada,CAN,2015,63.2
Canada,CAN,2016,63.1
Canada,CAN,2017,63.59999847
Canada,CAN,2018,64
Chile,CHL,1970,65.9
Chile,CHL,1971,66.5
Chile,CHL,1972,67.3
Chile,CHL,1973,68.2
Chile,CHL,1974,69
Chile,CHL,1975,70
Chile,CHL,1976,69.7
Chile,CHL,1977,69.1
Chile,CHL,1978,68.3
Chile,CHL,1979,67.6
Chile,CHL,1980,67
Chile,CHL,1981,65.9
Chile,CHL,1982,65.1
Chile,CHL,1983,66
Chile,CHL,1984,65.6
Chile,CHL,1985,65.7
Chile,CHL,1986,65
Chile,CHL,1987,69.7
Chile,CHL,1988,67.4
Chile,CHL,1989,69.4
Chile,CHL,1990,71.3
Chile,CHL,1991,64.1
Chile,CHL,1992,63.6
Chile,CHL,1993,66.7
Chile,CHL,1994,67.3
Chile,CHL,1995,63.2
Chile,CHL,1996,65.4
Chile,CHL,1997,66
Chile,CHL,1998,66
Chile,CHL,1999,65.2
Chile,CHL,2000,67.4
Chile,CHL,2001,66.2
Chile,CHL,2002,63.9
Chile,CHL,2003,65.4
Chile,CHL,2004,65
Chile,CHL,2005,66.6
Chile,CHL,2006,68
Chile,CHL,2007,70.4
Chile,CHL,2008,67.9
Chile,CHL,2009,68.5
Chile,CHL,2010,67.9
Chile,CHL,2011,68.4
Chile,CHL,2012,68.9
Chile,CHL,2013,68.1
Chile,CHL,2014,68.2
Chile,CHL,2015,67.5
Chile,CHL,2016,67.1
Chile,CHL,2017,66.09999847
Chile,CHL,2018,66.69999695
China,CHN,1987,56.4
China,CHN,1988,57
China,CHN,1989,57.5
China,CHN,1990,58
China,CHN,1991,57.7
China,CHN,1992,57.3
China,CHN,1993,57
China,CHN,1994,56.7
China,CHN,1995,56.4
China,CHN,1996,56.9
China,CHN,1997,57.40000153
China,CHN,1998,57.90000153
China,CHN,1999,58.4
China,CHN,2000,59
China,CHN,2001,59.8
China,CHN,2002,60.6
China,CHN,2003,61.2
China,CHN,2004,61.7
China,CHN,2005,62.1
China,CHN,2006,62.1
China,CHN,2007,62.1
China,CHN,2008,62.1
China,CHN,2009,62.1
China,CHN,2010,62
Croatia,HRV,1995,57.9
Croatia,HRV,1996,57.9
Croatia,HRV,1997,58
Croatia,HRV,1998,58.09999847
Croatia,HRV,1999,58
Croatia,HRV,2000,57.9
Croatia,HRV,2001,57.9
Croatia,HRV,2002,57.7
Croatia,HRV,2003,56.8
Croatia,HRV,2004,57.4
Croatia,HRV,2005,57.3
Croatia,HRV,2006,56.5
Croatia,HRV,2007,56
Croatia,HRV,2008,59.4
Croatia,HRV,2009,59.8
Croatia,HRV,2010,58.8
Croatia,HRV,2011,59.4
Croatia,HRV,2012,60.7
Croatia,HRV,2013,60.1
Croatia,HRV,2014,60.8
Croatia,HRV,2015,62
Croatia,HRV,2016,61.6
Croatia,HRV,2017,60.5
Croatia,HRV,2018,61.09999847
Cyprus,CYP,1981,70.9
Cyprus,CYP,1982,70.9
Cyprus,CYP,1983,71
Cyprus,CYP,1984,71
Cyprus,CYP,1985,71.1
Cyprus,CYP,1986,71.1
Cyprus,CYP,1987,71.2
Cyprus,CYP,1988,71.2
Cyprus,CYP,1989,65.8
Cyprus,CYP,1990,65.1
Cyprus,CYP,1991,66.1
Cyprus,CYP,1992,64.9
Cyprus,CYP,1993,63.8
Cyprus,CYP,1994,62.9
Cyprus,CYP,1995,62.1
Cyprus,CYP,1996,60.4
Cyprus,CYP,1997,59.5
Cyprus,CYP,1998,59.59999847
Cyprus,CYP,1999,59.8
Cyprus,CYP,2000,62.2
Cyprus,CYP,2001,64.4
Cyprus,CYP,2002,63.7
Cyprus,CYP,2003,61.9
Cyprus,CYP,2004,61.3
Cyprus,CYP,2005,62.2
Cyprus,CYP,2006,59.9
Cyprus,CYP,2007,61.7
Cyprus,CYP,2008,62.2
Cyprus,CYP,2009,59.9
Cyprus,CYP,2010,60.2
Cyprus,CYP,2011,61
Cyprus,CYP,2012,62.2
Cyprus,CYP,2013,61.9
Cyprus,CYP,2014,63
Cyprus,CYP,2015,63
Cyprus,CYP,2016,61.8
Cyprus,CYP,2017,61.40000153
Cyprus,CYP,2018,62.40000153
Czechia,CZE,1996,57.8
Czechia,CZE,1997,58
Czechia,CZE,1998,58
Czechia,CZE,1999,57.7
Czechia,CZE,2000,58
Czechia,CZE,2001,58.2
Czechia,CZE,2002,58.1
Czechia,CZE,2003,58.3
Czechia,CZE,2004,58.3
Czechia,CZE,2005,58.4
Czechia,CZE,2006,58.4
Czechia,CZE,2007,58.5
Czechia,CZE,2008,58.8
Czechia,CZE,2009,59
Czechia,CZE,2010,58.9
Czechia,CZE,2011,59.1
Czechia,CZE,2012,59.8
Czechia,CZE,2013,59.9
Czechia,CZE,2014,60.5
Czechia,CZE,2015,60.7
Czechia,CZE,2016,60.8
Czechia,CZE,2017,60.90000153
Czechia,CZE,2018,61.29999924
Denmark,DNK,1970,66
Denmark,DNK,1971,65.7
Denmark,DNK,1972,65.5
Denmark,DNK,1973,65.3
Denmark,DNK,1974,65
Denmark,DNK,1975,64.8
Denmark,DNK,1976,64.7
Denmark,DNK,1977,64.6
Denmark,DNK,1978,64.4
Denmark,DNK,1979,64.4
Denmark,DNK,1980,64.3
Denmark,DNK,1981,64.2
Denmark,DNK,1982,64.4
Denmark,DNK,1983,64
Denmark,DNK,1984,63.2
Denmark,DNK,1985,63.8
Denmark,DNK,1986,64.4
Denmark,DNK,1987,62
Denmark,DNK,1988,61.3
Denmark,DNK,1989,62
Denmark,DNK,1990,61.9
Denmark,DNK,1991,61.5
Denmark,DNK,1992,61.5
Denmark,DNK,1993,60.5
Denmark,DNK,1994,59.4
Denmark,DNK,1995,59.3
Denmark,DNK,1996,58.7
Denmark,DNK,1997,58.79999924
Denmark,DNK,1998,59.5
Denmark,DNK,1999,60.6
Denmark,DNK,2000,59.8
Denmark,DNK,2001,61
Denmark,DNK,2002,62.2
Denmark,DNK,2003,62.3
Denmark,DNK,2004,61.1
Denmark,DNK,2005,61.9
Denmark,DNK,2006,62.3
Denmark,DNK,2007,62
Denmark,DNK,2008,62.3
Denmark,DNK,2009,62.2
Denmark,DNK,2010,61.8
Denmark,DNK,2011,61.3
Denmark,DNK,2012,61.9
Denmark,DNK,2013,61.4
Denmark,DNK,2014,60.6
Denmark,DNK,2015,61.7
Denmark,DNK,2016,63
Denmark,DNK,2017,62.70000076
Denmark,DNK,2018,62.5
Estonia,EST,1970,64
Estonia,EST,1971,63.5
Estonia,EST,1972,62.9
Estonia,EST,1973,62.2
Estonia,EST,1974,61.5
Estonia,EST,1975,60.7
Estonia,EST,1976,60.7
Estonia,EST,1977,60.7
Estonia,EST,1978,60.7
Estonia,EST,1979,60.7
Estonia,EST,1980,60.6
Estonia,EST,1981,60.5
Estonia,EST,1982,60.4
Estonia,EST,1983,60.2
Estonia,EST,1984,60
Estonia,EST,1985,60.2
Estonia,EST,1986,60.5
Estonia,EST,1987,60.8
Estonia,EST,1988,61.1
Estonia,EST,1989,61.4
Estonia,EST,1990,62.1
Estonia,EST,1991,62.1
Estonia,EST,1992,61.6
Estonia,EST,1993,62.1
Estonia,EST,1994,62.4
Estonia,EST,1995,62.5
Estonia,EST,1996,62.4
Estonia,EST,1997,62.70000076
Estonia,EST,1998,61.5
Estonia,EST,1999,60.5
Estonia,EST,2000,58.9
Estonia,EST,2001,58.9
Estonia,EST,2002,57.5
Estonia,EST,2003,58.3
Estonia,EST,2004,60.6
Estonia,EST,2005,63
Estonia,EST,2006,65
Estonia,EST,2007,64.8
Estonia,EST,2008,64.6
Estonia,EST,2009,63.8
Estonia,EST,2010,63.6
Estonia,EST,2011,62.7
Estonia,EST,2012,62.8
Estonia,EST,2013,62.8
Estonia,EST,2014,62.9
Estonia,EST,2015,64.2
Estonia,EST,2016,65.3
Estonia,EST,2017,65.19999695
Estonia,EST,2018,65.69999695
Europe average,,1970,65.7
Europe average,,1971,65.4
Europe average,,1972,65.2
Europe average,,1973,65.1
Europe average,,1974,64.8
Europe average,,1975,64.6
Europe average,,1976,64.2
Europe average,,1977,63.9
Europe average,,1978,63.5
Europe average,,1979,62.9
Europe average,,1980,62.8
Europe average,,1981,62.5
Europe average,,1982,62.2
Europe average,,1983,61.7
Europe average,,1984,61.6
Europe average,,1985,61.5
Europe average,,1986,61.4
Europe average,,1987,61.2
Europe average,,1988,60.8
Europe average,,1989,60.6
Europe average,,1990,60.4
Europe average,,1991,60.3
Europe average,,1992,60
Europe average,,1993,60.2
Europe average,,1994,60
Europe average,,1995,60
Europe average,,1996,59.7
Europe average,,1997,59.5
Europe average,,1998,59.29999924
Europe average,,1999,59.5
Europe average,,2000,59.6
Europe average,,2001,59.6
Europe average,,2002,59.9
Europe average,,2003,59.8
Europe average,,2004,59.9
Europe average,,2005,60.3
Europe average,,2006,60.5
Europe average,,2007,60.5
Europe average,,2008,60.9
Europe average,,2009,60.6
Europe average,,2010,60.8
Europe average,,2011,60.9
Europe average,,2012,61.5
Europe average,,2013,61.6
Europe average,,2014,61.8
Europe average,,2015,61.7
Europe average,,2016,62
Europe average,,2017,62.09999847
Europe average,,2018,62.29999924
Finland,FIN,1970,62
Finland,FIN,1971,60.8
Finland,FIN,1972,61.2
Finland,FIN,1973,62.4
Finland,FIN,1974,62.6
Finland,FIN,1975,63.3
Finland,FIN,1976,63.5
Finland,FIN,1977,63.4
Finland,FIN,1978,62.6
Finland,FIN,1979,61.5
Finland,FIN,1980,62.7
Finland,FIN,1981,63
Finland,FIN,1982,62.7
Finland,FIN,1983,62.6
Finland,FIN,1984,62.7
Finland,FIN,1985,62
Finland,FIN,1986,61.3
Finland,FIN,1987,60.6
Finland,FIN,1988,60.2
Finland,FIN,1989,60.6
Finland,FIN,1990,59.6
Finland,FIN,1991,59.1
Finland,FIN,1992,58.8
Finland,FIN,1993,60.2
Finland,FIN,1994,59.9
Finland,FIN,1995,60.2
Finland,FIN,1996,60.6
Finland,FIN,1997,59.5
Finland,FIN,1998,59.5
Finland,FIN,1999,59.3
Finland,FIN,2000,59.8
Finland,FIN,2001,59.9
Finland,FIN,2002,60
Finland,FIN,2003,59.8
Finland,FIN,2004,60.3
Finland,FIN,2005,60
Finland,FIN,2006,60.2
Finland,FIN,2007,60.8
Finland,FIN,2008,60.7
Finland,FIN,2009,61.4
Finland,FIN,2010,61.7
Finland,FIN,2011,61.8
Finland,FIN,2012,62
Finland,FIN,2013,62.2
Finland,FIN,2014,62.4
Finland,FIN,2015,62.6
Finland,FIN,2016,62.6
Finland,FIN,2017,63.09999847
Finland,FIN,2018,63.40000153
France,FRA,1970,68.8
France,FRA,1971,66.7
France,FRA,1972,66.4
France,FRA,1973,65.5
France,FRA,1974,65.6
France,FRA,1975,65.3
France,FRA,1976,65.1
France,FRA,1977,64.9
France,FRA,1978,64.2
France,FRA,1979,63.7
France,FRA,1980,63.9
France,FRA,1981,63.8
France,FRA,1982,63
France,FRA,1983,62.2
France,FRA,1984,61.8
France,FRA,1985,61.2
France,FRA,1986,61.2
France,FRA,1987,60.6
France,FRA,1988,60.3
France,FRA,1989,59.9
France,FRA,1990,59.9
France,FRA,1991,59.8
France,FRA,1992,60
France,FRA,1993,60.1
France,FRA,1994,60.1
France,FRA,1995,60
France,FRA,1996,59.9
France,FRA,1997,59.40000153
France,FRA,1998,59.29999924
France,FRA,1999,59
France,FRA,2000,58.6
France,FRA,2001,58.4
France,FRA,2002,58.4
France,FRA,2003,58.7
France,FRA,2004,59
France,FRA,2005,59.3
France,FRA,2006,59.3
France,FRA,2007,59.5
France,FRA,2008,59.4
France,FRA,2009,59.6
France,FRA,2010,59.5
France,FRA,2011,59.4
France,FRA,2012,59.9
France,FRA,2013,59.8
France,FRA,2014,59.9
France,FRA,2015,59.9
France,FRA,2016,60.3
France,FRA,2017,60.59999847
France,FRA,2018,60.79999924
Germany,DEU,1970,64.2
Germany,DEU,1971,64
Germany,DEU,1972,63.8
Germany,DEU,1973,63.6
Germany,DEU,1974,63.6
Germany,DEU,1975,63.6
Germany,DEU,1976,63.2
Germany,DEU,1977,62.5
Germany,DEU,1978,61.8
Germany,DEU,1979,61.3
Germany,DEU,1980,60.9
Germany,DEU,1981,60.9
Germany,DEU,1982,60.6
Germany,DEU,1983,60.4
Germany,DEU,1984,60.5
Germany,DEU,1985,60.2
Germany,DEU,1986,60
Germany,DEU,1987,60.4
Germany,DEU,1988,60.9
Germany,DEU,1989,60.7
Germany,DEU,1990,60.8
Germany,DEU,1991,60.7
Germany,DEU,1992,60.7
Germany,DEU,1993,60.3
Germany,DEU,1994,60
Germany,DEU,1995,59.2
Germany,DEU,1996,59
Germany,DEU,1997,59.59999847
Germany,DEU,1998,59.70000076
Germany,DEU,1999,60
Germany,DEU,2000,60.3
Germany,DEU,2001,60.2
Germany,DEU,2002,60.2
Germany,DEU,2003,60.3
Germany,DEU,2004,60.6
Germany,DEU,2005,60.7
Germany,DEU,2006,60.8
Germany,DEU,2007,60.8
Germany,DEU,2008,60.3
Germany,DEU,2009,60.5
Germany,DEU,2010,61.2
Germany,DEU,2011,61.5
Germany,DEU,2012,61.7
Germany,DEU,2013,62.2
Germany,DEU,2014,62.7
Germany,DEU,2015,62.7
Germany,DEU,2016,63.2
Germany,DEU,2017,63.40000153
Germany,DEU,2018,63.59999847
Greece,GRC,1970,64.6
Greece,GRC,1971,64.6
Greece,GRC,1972,64.5
Greece,GRC,1973,64.5
Greece,GRC,1974,64.4
Greece,GRC,1975,64.3
Greece,GRC,1976,64.3
Greece,GRC,1977,63.9
Greece,GRC,1978,63.6
Greece,GRC,1979,63.3
Greece,GRC,1980,63
Greece,GRC,1981,62.7
Greece,GRC,1982,62.6
Greece,GRC,1983,62.5
Greece,GRC,1984,63.4
Greece,GRC,1985,65.1
Greece,GRC,1986,64.7
Greece,GRC,1987,64.5
Greece,GRC,1988,65.2
Greece,GRC,1989,63.6
Greece,GRC,1990,60.9
Greece,GRC,1991,60.3
Greece,GRC,1992,60.7
Greece,GRC,1993,60.6
Greece,GRC,1994,59.8
Greece,GRC,1995,60.8
Greece,GRC,1996,63.5
Greece,GRC,1997,61.40000153
Greece,GRC,1998,61.59999847
Greece,GRC,1999,63
Greece,GRC,2000,62.7
Greece,GRC,2001,61.2
Greece,GRC,2002,61
Greece,GRC,2003,61.3
Greece,GRC,2004,61.3
Greece,GRC,2005,61.2
Greece,GRC,2006,61.6
Greece,GRC,2007,61.2
Greece,GRC,2008,60.4
Greece,GRC,2009,59.6
Greece,GRC,2010,60.3
Greece,GRC,2011,59.9
Greece,GRC,2012,60.3
Greece,GRC,2013,60
Greece,GRC,2014,60
Greece,GRC,2015,59.9
Greece,GRC,2016,60.2
Greece,GRC,2017,59.90000153
Greece,GRC,2018,60
Hungary,HUN,1970,68.2
Hungary,HUN,1971,67
Hungary,HUN,1972,65.8
Hungary,HUN,1973,64.8
Hungary,HUN,1974,63.8
Hungary,HUN,1975,63
Hungary,HUN,1976,62.7
Hungary,HUN,1977,62.5
Hungary,HUN,1978,62.3
Hungary,HUN,1979,62
Hungary,HUN,1980,61.8
Hungary,HUN,1981,61.4
Hungary,HUN,1982,61
Hungary,HUN,1983,60.5
Hungary,HUN,1984,60
Hungary,HUN,1985,59.5
Hungary,HUN,1986,59.4
Hungary,HUN,1987,59.3
Hungary,HUN,1988,59.2
Hungary,HUN,1989,59.1
Hungary,HUN,1990,59
Hungary,HUN,1991,58.7
Hungary,HUN,1992,58.5
Hungary,HUN,1993,58
Hungary,HUN,1994,57.6
Hungary,HUN,1995,57.5
Hungary,HUN,1996,56.7
Hungary,HUN,1997,55.79999924
Hungary,HUN,1998,55.29999924
Hungary,HUN,1999,56
Hungary,HUN,2000,55.8
Hungary,HUN,2001,55.8
Hungary,HUN,2002,56
Hungary,HUN,2003,56
Hungary,HUN,2004,55.6
Hungary,HUN,2005,57.3
Hungary,HUN,2006,57.8
Hungary,HUN,2007,58.1
Hungary,HUN,2008,58.4
Hungary,HUN,2009,58.9
Hungary,HUN,2010,58.9
Hungary,HUN,2011,58.8
Hungary,HUN,2012,59.6
Hungary,HUN,2013,59.8
Hungary,HUN,2014,60.1
Hungary,HUN,2015,60.1
Hungary,HUN,2016,60.7
Hungary,HUN,2017,60.20000076
Hungary,HUN,2018,60
Iceland,ISL,1980,70.7
Iceland,ISL,1981,70.8
Iceland,ISL,1982,71.1
Iceland,ISL,1983,70.3
Iceland,ISL,1984,68.3
Iceland,ISL,1985,69.3
Iceland,ISL,1986,70.2
Iceland,ISL,1987,70.3
Iceland,ISL,1988,70.5
Iceland,ISL,1989,70.6
Iceland,ISL,1990,70.8
Iceland,ISL,1991,71
Iceland,ISL,1992,71.1
Iceland,ISL,1993,70.7
Iceland,ISL,1994,70
Iceland,ISL,1995,69.9
Iceland,ISL,1996,67.4
Iceland,ISL,1997,68.09999847
Iceland,ISL,1998,68.59999847
Iceland,ISL,1999,67.8
Iceland,ISL,2000,66.4
Iceland,ISL,2001,66.4
Iceland,ISL,2002,67.6
Iceland,ISL,2003,65.9
Iceland,ISL,2004,65
Iceland,ISL,2005,64.6
Iceland,ISL,2006,66.2
Iceland,ISL,2007,65.5
Iceland,ISL,2008,65.5
Iceland,ISL,2009,65.4
Iceland,ISL,2010,66.4
Iceland,ISL,2011,65.7
Iceland,ISL,2012,67.2
Iceland,ISL,2013,68.3
Iceland,ISL,2014,68
Iceland,ISL,2015,68.3
Iceland,ISL,2016,67.3
Iceland,ISL,2017,66.59999847
