Entity,Code,Year,Average effective age of retirement (OECD)
Denmark,DNK,2007,62.7
Denmark,DNK,2008,63.15
Denmark,DNK,2009,63.4
Denmark,DNK,2010,62.9
Denmark,DNK,2011,62.45
Denmark,DNK,2012,62.6
Denmark,DNK,2013,61.95
Denmark,DNK,2014,61.8
Denmark,DNK,2015,62.650000000000006
Denmark,DNK,2016,63.3
Denmark,DNK,2017,63.649999615
Denmark,DNK,2018,63.799999235
Denmark,DNK,2019,64.29999904249928
Denmark,DNK,2020,64.67999877449915
Denmark,DNK,2021,65.05999850649891
Denmark,DNK,2022,65.43999823849879
Estonia,EST,1960,71.10000000000025
Estonia,EST,1961,70.60000000000025
Estonia,EST,1962,70.10000000000025
Estonia,EST,1963,69.60000000000014
Estonia,EST,1964,69.10000000000014
Estonia,EST,1965,68.60000000000014
Estonia,EST,1966,68.10000000000002
Estonia,EST,1967,67.60000000000002
Estonia,EST,1968,67.10000000000002
Estonia,EST,1969,66.60000000000002
Estonia,EST,1970,66.05
Estonia,EST,1971,65.65
Estonia,EST,1972,65.15
Estonia,EST,1973,64.55000000000001
Estonia,EST,1974,63.95
Estonia,EST,1975,63.25
Estonia,EST,1976,63.25
Estonia,EST,1977,63.2
Estonia,EST,1978,63.15
Estonia,EST,1979,63.1
Estonia,EST,1980,63.05
Estonia,EST,1981,63.0
Estonia,EST,1982,62.95
Estonia,EST,1983,62.85
Estonia,EST,1984,62.75
Estonia,EST,1985,63.0
Estonia,EST,1986,63.3
Estonia,EST,1987,63.6
Estonia,EST,1988,63.95
Estonia,EST,1989,64.25
Estonia,EST,1990,64.7
Estonia,EST,1991,64.55
Estonia,EST,1992,63.85
Estonia,EST,1993,63.95
Estonia,EST,1994,64.15
Estonia,EST,1995,63.9
Estonia,EST,1996,63.7
Estonia,EST,1997,63.85000038
Estonia,EST,1998,62.700000765
Estonia,EST,1999,62.05
Estonia,EST,2000,59.45
Estonia,EST,2001,60.2
Estonia,EST,2002,59.6
Estonia,EST,2003,59.35
Estonia,EST,2004,60.1
Estonia,EST,2005,62.7
Estonia,EST,2006,64.4
Estonia,EST,2007,64.6
Estonia,EST,2008,65.44999999999999
Estonia,EST,2009,65.9
Estonia,EST,2010,64.6
Estonia,EST,2011,63.6
Estonia,EST,2012,63.15
Estonia,EST,2013,63.55
Estonia,EST,2014,63.3
Estonia,EST,2015,63.900000000000006
Estonia,EST,2016,65.05
Estonia,EST,2017,65.5
Estonia,EST,2018,65.599998475
Estonia,EST,2019,66.39999847499894
Estonia,EST,2020,66.95499801749861
Estonia,EST,2021,67.50999755999828
Estonia,EST,2022,68.06499710249795
Europe average,,1960,69.86500000000046
Europe average,,1961,69.58000000000038
Europe average,,1962,69.29500000000041
Europe average,,1963,69.01000000000033
Europe average,,1964,68.72500000000025
Europe average,,1965,68.44000000000028
Europe average,,1966,68.1550000000002
Europe average,,1967,67.87000000000023
Europe average,,1968,67.58500000000015
Europe average,,1969,67.30000000000018
Europe average,,1970,67.05000000000001
Europe average,,1971,66.7
Europe average,,1972,66.4
Europe average,,1973,66.19999999999999
Europe average,,1974,65.85
Europe average,,1975,65.6
Europe average,,1976,65.25
Europe average,,1977,64.95
Europe average,,1978,64.55
Europe average,,1979,64.1
Europe average,,1980,63.95
Europe average,,1981,63.6
Europe average,,1982,63.3
Europe average,,1983,62.95
Europe average,,1984,62.75
Europe average,,1985,62.65
Europe average,,1986,62.5
Europe average,,1987,62.3
Europe average,,1988,62.0
Europe average,,1989,61.900000000000006
Europe average,,1990,61.8
Europe average,,1991,61.6
Europe average,,1992,61.2
Europe average,,1993,61.2
Europe average,,1994,61.0
Europe average,,1995,60.85
Europe average,,1996,60.6
Europe average,,1997,60.5
Europe average,,1998,60.39999962
Europe average,,1999,60.5
Europe average,,2000,60.55
Europe average,,2001,60.5
Europe average,,2002,60.7
Europe average,,2003,60.7
Europe average,,2004,60.75
Europe average,,2005,61.1
Europe average,,2006,61.25
Europe average,,2007,61.45
Europe average,,2008,61.75
Europe average,,2009,61.55
Europe average,,2010,61.65
Europe average,,2011,61.65
Europe average,,2012,62.05
Europe average,,2013,62.2
Europe average,,2014,62.35
Europe average,,2015,62.35
Europe average,,2016,62.65
Europe average,,2017,62.84999847
Europe average,,2018,63.14999962
Europe average,,2019,63.39999885499958
Europe average,,2020,63.65999858799944
Europe average,,2021,63.9199983209993
Europe average,,2022,64.17999805399927
Finland,FIN,1960,62.9850000000004
Finland,FIN,1961,63.04500000000036
Finland,FIN,1962,63.10500000000033
Finland,FIN,1963,63.16500000000029
Finland,FIN,1964,63.225000000000264
Finland,FIN,1965,63.285000000000224
Finland,FIN,1966,63.3450000000002
Finland,FIN,1967,63.40500000000016
Finland,FIN,1968,63.46500000000013
Finland,FIN,1969,63.52500000000009
Finland,FIN,1970,63.95
Finland,FIN,1971,63.2
Finland,FIN,1972,63.5
Finland,FIN,1973,64.05
Finland,FIN,1974,64.25
Finland,FIN,1975,64.9
Finland,FIN,1976,64.4
Finland,FIN,1977,64.6
Finland,FIN,1978,64.35
Finland,FIN,1979,63.8
Finland,FIN,1980,64.30000000000001
Finland,FIN,1981,64.7
Finland,FIN,1982,63.8
Finland,FIN,1983,62.95
Finland,FIN,1984,63.150000000000006
Finland,FIN,1985,62.5
Finland,FIN,1986,61.95
Finland,FIN,1987,61.400000000000006
Finland,FIN,1988,61.05
Finland,FIN,1989,60.8
Finland,FIN,1990,60.45
Finland,FIN,1991,59.900000000000006
Finland,FIN,1992,59.85
Finland,FIN,1993,60.35
Finland,FIN,1994,60.45
Finland,FIN,1995,60.400000000000006
Finland,FIN,1996,60.8
Finland,FIN,1997,59.700000765
Finland,FIN,1998,59.799999235
Finland,FIN,1999,59.45
Finland,FIN,2000,60.0
Finland,FIN,2001,60.3
Finland,FIN,2002,60.4
Finland,FIN,2003,59.8
Finland,FIN,2004,60.1
Finland,FIN,2005,60.25
Finland,FIN,2006,60.25
Finland,FIN,2007,60.45
Finland,FIN,2008,61.1
Finland,FIN,2009,61.55
Finland,FIN,2010,61.7
Finland,FIN,2011,62.05
Finland,FIN,2012,62.45
Finland,FIN,2013,62.35
Finland,FIN,2014,62.15
Finland,FIN,2015,62.55
Finland,FIN,2016,62.900000000000006
Finland,FIN,2017,63.449998855
Finland,FIN,2018,63.85000229
Finland,FIN,2019,64.30000171749919
Finland,FIN,2020,64.74500228999898
Finland,FIN,2021,65.19000286249889
Finland,FIN,2022,65.63500343499868
France,FRA,1960,75.90000000000123
France,FRA,1961,75.12500000000114
France,FRA,1962,74.35000000000127
France,FRA,1963,73.57500000000118
France,FRA,1964,72.80000000000109
France,FRA,1965,72.025000000001
France,FRA,1966,71.25000000000091
France,FRA,1967,70.47500000000082
France,FRA,1968,69.70000000000073
France,FRA,1969,68.92500000000064
France,FRA,1970,68.35
France,FRA,1971,67.05000000000001
France,FRA,1972,66.65
France,FRA,1973,65.9
France,FRA,1974,65.75
France,FRA,1975,65.3
France,FRA,1976,64.85
France,FRA,1977,64.7
France,FRA,1978,63.95
France,FRA,1979,63.7
France,FRA,1980,63.75
France,FRA,1981,63.5
France,FRA,1982,62.7
France,FRA,1983,62.05
France,FRA,1984,61.5
France,FRA,1985,61.2
France,FRA,1986,61.05
France,FRA,1987,60.6
France,FRA,1988,60.3
France,FRA,1989,60.15
France,FRA,1990,60.15
France,FRA,1991,59.95
France,FRA,1992,60.05
France,FRA,1993,59.95
France,FRA,1994,60.0
France,FRA,1995,59.8
France,FRA,1996,59.75
France,FRA,1997,59.5
France,FRA,1998,59.39999962
France,FRA,1999,59.15
France,FRA,2000,58.8
France,FRA,2001,58.7
France,FRA,2002,58.6
France,FRA,2003,58.8
France,FRA,2004,58.95
France,FRA,2005,59.05
France,FRA,2006,59.0
France,FRA,2007,59.2
France,FRA,2008,59.25
France,FRA,2009,59.3
France,FRA,2010,59.4
France,FRA,2011,59.2
France,FRA,2012,59.8
France,FRA,2013,59.7
France,FRA,2014,59.65
France,FRA,2015,59.7
France,FRA,2016,60.15
France,FRA,2017,60.549999235
France,FRA,2018,60.79999924
France,FRA,2019,61.22499885749926
France,FRA,2020,61.59499855299907
France,FRA,2021,61.964998248499
France,FRA,2022,62.334997943998815
Germany,DEU,1960,68.2750000000002
Germany,DEU,1961,67.97500000000014
Germany,DEU,1962,67.67500000000018
Germany,DEU,1963,67.37500000000011
Germany,DEU,1964,67.07500000000016
Germany,DEU,1965,66.77500000000009
Germany,DEU,1966,66.47500000000002
Germany,DEU,1967,66.17500000000007
Germany,DEU,1968,65.875
Germany,DEU,1969,65.57499999999993
Germany,DEU,1970,65.35
Germany,DEU,1971,64.9
Germany,DEU,1972,64.6
Germany,DEU,1973,64.45
Germany,DEU,1974,64.3
Germany,DEU,1975,64.2
Germany,DEU,1976,64.0
Germany,DEU,1977,63.45
Germany,DEU,1978,62.85
Germany,DEU,1979,62.4
Germany,DEU,1980,62.0
Germany,DEU,1981,61.95
Germany,DEU,1982,61.7
Germany,DEU,1983,61.45
Germany,DEU,1984,61.55
Germany,DEU,1985,61.3
Germany,DEU,1986,61.05
Germany,DEU,1987,60.95
Germany,DEU,1988,60.95
Germany,DEU,1989,61.05
Germany,DEU,1990,61.5
Germany,DEU,1991,61.2
Germany,DEU,1992,61.3
Germany,DEU,1993,61.1
Germany,DEU,1994,60.6
Germany,DEU,1995,59.85
Germany,DEU,1996,59.65
Germany,DEU,1997,60.09999847
Germany,DEU,1998,60.35000038
Germany,DEU,1999,60.45
Germany,DEU,2000,60.65
Germany,DEU,2001,60.7
Germany,DEU,2002,60.6
Germany,DEU,2003,60.7
Germany,DEU,2004,60.95
Germany,DEU,2005,61.25
Germany,DEU,2006,61.3
Germany,DEU,2007,61.4
Germany,DEU,2008,60.7
Germany,DEU,2009,61.15
Germany,DEU,2010,61.6
Germany,DEU,2011,61.75
Germany,DEU,2012,61.900000000000006
Germany,DEU,2013,62.3
Germany,DEU,2014,62.7
Germany,DEU,2015,62.75
Germany,DEU,2016,63.25
Germany,DEU,2017,63.5
Germany,DEU,2018,63.799999235
Germany,DEU,2019,64.1749992349994
Germany,DEU,2020,64.51499900549925
Germany,DEU,2021,64.8549987759992
Germany,DEU,2022,65.19499854649905
Greece,GRC,1960,66.95000000000002
Greece,GRC,1961,66.85000000000002
Greece,GRC,1962,66.75000000000003
Greece,GRC,1963,66.65
Greece,GRC,1964,66.55000000000001
Greece,GRC,1965,66.44999999999999
Greece,GRC,1966,66.35
Greece,GRC,1967,66.25
Greece,GRC,1968,66.14999999999998
Greece,GRC,1969,66.04999999999998
Greece,GRC,1970,65.94999999999999
Greece,GRC,1971,65.85
Greece,GRC,1972,65.75
Greece,GRC,1973,65.65
Greece,GRC,1974,65.55000000000001
Greece,GRC,1975,65.4
Greece,GRC,1976,65.35
Greece,GRC,1977,65.1
Greece,GRC,1978,64.85
Greece,GRC,1979,64.65
Greece,GRC,1980,64.45
Greece,GRC,1981,64.25
Greece,GRC,1982,64.15
Greece,GRC,1983,64.0
Greece,GRC,1984,64.35
Greece,GRC,1985,65.15
Greece,GRC,1986,64.7
Greece,GRC,1987,64.5
Greece,GRC,1988,64.85
Greece,GRC,1989,64.0
Greece,GRC,1990,62.3
Greece,GRC,1991,62.0
Greece,GRC,1992,62.1
Greece,GRC,1993,62.150000000000006
Greece,GRC,1994,61.4
Greece,GRC,1995,62.0
Greece,GRC,1996,63.45
Greece,GRC,1997,62.600000385
Greece,GRC,1998,62.09999847
Greece,GRC,1999,62.9
Greece,GRC,2000,62.95
Greece,GRC,2001,62.150000000000006
Greece,GRC,2002,61.75
Greece,GRC,2003,62.2
Greece,GRC,2004,61.95
Greece,GRC,2005,61.8
Greece,GRC,2006,61.85
Greece,GRC,2007,61.85
Greece,GRC,2008,61.25
Greece,GRC,2009,60.75
Greece,GRC,2010,61.1
Greece,GRC,2011,60.85
Greece,GRC,2012,61.1
Greece,GRC,2013,61.0
Greece,GRC,2014,60.8
Greece,GRC,2015,60.85
Greece,GRC,2016,61.1
Greece,GRC,2017,60.700000765
Greece,GRC,2018,60.85000038
Greece,GRC,2019,60.775000762500085
Greece,GRC,2020,60.735000953000096
Greece,GRC,2021,60.69500114350011
Greece,GRC,2022,60.65500133400013
Hungary,HUN,1960,77.43000000000097
Hungary,HUN,1961,76.56000000000085
Hungary,HUN,1962,75.69000000000074
Hungary,HUN,1963,74.82000000000062
Hungary,HUN,1964,73.95000000000073
Hungary,HUN,1965,73.08000000000061
Hungary,HUN,1966,72.21000000000049
Hungary,HUN,1967,71.34000000000037
Hungary,HUN,1968,70.47000000000025
Hungary,HUN,1969,69.60000000000036
Hungary,HUN,1970,68.75
Hungary,HUN,1971,67.85
Hungary,HUN,1972,66.94999999999999
Hungary,HUN,1973,66.15
Hungary,HUN,1974,65.35
Hungary,HUN,1975,64.65
Hungary,HUN,1976,64.4
Hungary,HUN,1977,64.2
Hungary,HUN,1978,63.95
Hungary,HUN,1979,63.7
Hungary,HUN,1980,63.5
Hungary,HUN,1981,63.2
Hungary,HUN,1982,62.9
Hungary,HUN,1983,62.55
Hungary,HUN,1984,62.25
Hungary,HUN,1985,61.9
Hungary,HUN,1986,61.75
Hungary,HUN,1987,61.55
Hungary,HUN,1988,61.400000000000006
Hungary,HUN,1989,61.25
Hungary,HUN,1990,61.1
Hungary,HUN,1991,60.8
Hungary,HUN,1992,60.55
Hungary,HUN,1993,60.0
Hungary,HUN,1994,59.7
Hungary,HUN,1995,59.6
Hungary,HUN,1996,58.55
Hungary,HUN,1997,57.5
Hungary,HUN,1998,56.89999962
Hungary,HUN,1999,57.25
Hungary,HUN,2000,57.05
Hungary,HUN,2001,56.8
Hungary,HUN,2002,56.9
Hungary,HUN,2003,57.4
Hungary,HUN,2004,56.7
Hungary,HUN,2005,58.1
Hungary,HUN,2006,58.7
Hungary,HUN,2007,58.900000000000006
Hungary,HUN,2008,58.95
Hungary,HUN,2009,59.4
Hungary,HUN,2010,59.5
Hungary,HUN,2011,59.55
Hungary,HUN,2012,60.150000000000006
Hungary,HUN,2013,60.55
Hungary,HUN,2014,61.35
Hungary,HUN,2015,61.55
Hungary,HUN,2016,62.150000000000006
Hungary,HUN,2017,61.75
Hungary,HUN,2018,61.700000765
Hungary,HUN,2019,61.80000076499995
Hungary,HUN,2020,61.805000994499935
Hungary,HUN,2021,61.81000122399991
Hungary,HUN,2022,61.815001453499896
Iceland,ISL,1960,69.80499999999995
Iceland,ISL,1961,69.83499999999995
Iceland,ISL,1962,69.86499999999995
Iceland,ISL,1963,69.89499999999995
Iceland,ISL,1964,69.92499999999995
Iceland,ISL,1965,69.95499999999996
Iceland,ISL,1966,69.98499999999996
Iceland,ISL,1967,70.01499999999996
Iceland,ISL,1968,70.04499999999996
Iceland,ISL,1969,70.07499999999996
Iceland,ISL,1970,70.10499999999996
Iceland,ISL,1971,70.13499999999996
Iceland,ISL,1972,70.16499999999995
Iceland,ISL,1973,70.19499999999995
Iceland,ISL,1974,70.22499999999995
Iceland,ISL,1975,70.25499999999995
Iceland,ISL,1976,70.28499999999995
Iceland,ISL,1977,70.31499999999996
Iceland,ISL,1978,70.34499999999996
Iceland,ISL,1979,70.37499999999996
Iceland,ISL,1980,70.35
Iceland,ISL,1981,70.44999999999999
Iceland,ISL,1982,70.6
Iceland,ISL,1983,70.4
Iceland,ISL,1984,69.44999999999999
Iceland,ISL,1985,70.0
Iceland,ISL,1986,70.5
Iceland,ISL,1987,70.75
Iceland,ISL,1988,70.8
Iceland,ISL,1989,70.94999999999999
Iceland,ISL,1990,71.1
Iceland,ISL,1991,71.35
Iceland,ISL,1992,71.05
Iceland,ISL,1993,70.85
Iceland,ISL,1994,70.3
Iceland,ISL,1995,70.2
Iceland,ISL,1996,69.15
Iceland,ISL,1997,69.64999771000001
Iceland,ISL,1998,69.549999235
Iceland,ISL,1999,69.05
Iceland,ISL,2000,68.35
Iceland,ISL,2001,67.85
Iceland,ISL,2002,68.3
Iceland,ISL,2003,67.25
Iceland,ISL,2004,66.45
Iceland,ISL,2005,66.75
Iceland,ISL,2006,67.7
Iceland,ISL,2007,67.5
Iceland,ISL,2008,67.3
Iceland,ISL,2009,67.55000000000001
Iceland,ISL,2010,67.4
Iceland,ISL,2011,66.95
Iceland,ISL,2012,67.7
Iceland,ISL,2013,68.6
Iceland,ISL,2014,68.7
Iceland,ISL,2015,69.19999999999999
Iceland,ISL,2016,68.5
Iceland,ISL,2017,68.20000076
Iceland,ISL,2018,67.0
Iceland,ISL,2019,66.50000038000121
Iceland,ISL,2020,65.81000045600149
Iceland,ISL,2021,65.12000053200154
Iceland,ISL,2022,64.43000060800182
India,IND,1960,54.0149999999943
India,IND,1961,54.5449999999945
India,IND,1962,55.0749999999947
India,IND,1963,55.6049999999949
India,IND,1964,56.1349999999951
India,IND,1965,56.6649999999953
India,IND,1966,57.1949999999955
India,IND,1967,57.7249999999957
India,IND,1968,58.2549999999959
India,IND,1969,58.7849999999961
India,IND,1970,59.3149999999963
India,IND,1971,59.8449999999965
India,IND,1972,60.374999999996476
India,IND,1973,60.904999999996676
India,IND,1974,61.434999999996876
India,IND,1975,61.964999999997076
India,IND,1976,62.494999999997276
India,IND,1977,63.024999999997476
India,IND,1978,63.554999999997676
India,IND,1979,64.08499999999788
India,IND,1980,64.61499999999808
India,IND,1981,65.14499999999828
India,IND,1982,65.67499999999848
India,IND,1983,66.20499999999868
India,IND,1984,66.73499999999865
India,IND,1985,67.26499999999885
India,IND,1986,67.79499999999905
India,IND,1987,68.32499999999925
India,IND,1988,68.9
India,IND,1989,69.3
India,IND,1990,69.95
India,IND,1991,70.45
India,IND,1992,71.1
India,IND,1993,71.75
India,IND,1994,71.9
India,IND,1995,68.1
India,IND,1996,68.4
India,IND,1997,67.10000038
India,IND,1998,67.0
India,IND,1999,67.1
India,IND,2000,71.3
India,IND,2001,68.85
India,IND,2002,69.80000000000001
India,IND,2003,71.95
India,IND,2004,68.95
India,IND,2005,69.15
India,IND,2006,69.35
India,IND,2007,69.1
India,IND,2008,69.4
India,IND,2009,68.3
India,IND,2010,67.15
India,IND,2011,66.25
India,IND,2012,65.8
India,IND,2013,65.95
India,IND,2014,65.5
India,IND,2015,65.2
India,IND,2016,65.65
India,IND,2017,66.25
India,IND,2018,66.050001145
India,IND,2019,66.5750011449993
India,IND,2020,66.89000148849914
India,IND,2021,67.20500183199897
India,IND,2022,67.5200021754988
Indonesia,IDN,1960,76.67999999999853
Indonesia,IDN,1961,76.5999999999986
Indonesia,IDN,1962,76.51999999999865
Indonesia,IDN,1963,76.43999999999869
Indonesia,IDN,1964,76.35999999999873
Indonesia,IDN,1965,76.27999999999878
Indonesia,IDN,1966,76.19999999999885
Indonesia,IDN,1967,76.1199999999989
Indonesia,IDN,1968,76.03999999999894
Indonesia,IDN,1969,75.95999999999898
Indonesia,IDN,1970,75.87999999999903
Indonesia,IDN,1971,75.79999999999907
Indonesia,IDN,1972,75.71999999999915
Indonesia,IDN,1973,75.63999999999919
Indonesia,IDN,1974,75.55999999999923
Indonesia,IDN,1975,75.47999999999928
Indonesia,IDN,1976,75.39999999999932
Indonesia,IDN,1977,75.31999999999937
Indonesia,IDN,1978,75.23999999999944
Indonesia,IDN,1979,75.15999999999948
Indonesia,IDN,1980,75.07999999999953
Indonesia,IDN,1981,74.99999999999957
Indonesia,IDN,1982,74.91999999999962
Indonesia,IDN,1983,74.83999999999969
Indonesia,IDN,1984,74.75999999999974
Indonesia,IDN,1985,74.67999999999978
Indonesia,IDN,1986,74.59999999999982
Indonesia,IDN,1987,74.25
Indonesia,IDN,1988,74.9
Indonesia,IDN,1989,74.25
Indonesia,IDN,1990,74.2
Indonesia,IDN,1991,70.95
Indonesia,IDN,1992,70.35
Indonesia,IDN,1993,70.35
Indonesia,IDN,1994,70.69999999999999
Indonesia,IDN,1995,71.3
Indonesia,IDN,1996,71.85
Indonesia,IDN,1997,72.450000765
Indonesia,IDN,1998,73.700000765
Indonesia,IDN,1999,73.05
Indonesia,IDN,2000,74.75
Indonesia,IDN,2001,74.44999999999999
Indonesia,IDN,2002,73.3
Indonesia,IDN,2003,70.7
Indonesia,IDN,2004,72.05
Indonesia,IDN,2005,72.4
Indonesia,IDN,2006,72.69999999999999
Indonesia,IDN,2007,71.75
Indonesia,IDN,2008,72.55000000000001
Indonesia,IDN,2009,73.4
Indonesia,IDN,2010,73.85
Indonesia,IDN,2011,73.6
Indonesia,IDN,2012,74.45
Indonesia,IDN,2013,74.30000000000001
Indonesia,IDN,2014,74.15
Indonesia,IDN,2015,73.55
Indonesia,IDN,2016,72.35
Indonesia,IDN,2017,72.400001525
Indonesia,IDN,2018,72.5
Indonesia,IDN,2019,71.92500076250064
Indonesia,IDN,2020,71.61500091500079
Indonesia,IDN,2021,71.30500106750105
Indonesia,IDN,2022,70.9950012200012
Ireland,IRL,1960,78.9550000000005
Ireland,IRL,1961,78.46000000000038
Ireland,IRL,1962,77.96500000000037
Ireland,IRL,1963,77.47000000000037
Ireland,IRL,1964,76.97500000000036
Ireland,IRL,1965,76.48000000000025
Ireland,IRL,1966,75.98500000000024
Ireland,IRL,1967,75.49000000000024
Ireland,IRL,1968,74.99500000000023
Ireland,IRL,1969,74.50000000000011
Ireland,IRL,1970,73.85
Ireland,IRL,1971,73.75
Ireland,IRL,1972,73.0
Ireland,IRL,1973,72.45
Ireland,IRL,1974,71.94999999999999
Ireland,IRL,1975,71.55
Ireland,IRL,1976,71.2
Ireland,IRL,1977,70.65
Ireland,IRL,1978,70.15
Ireland,IRL,1979,69.6
Ireland,IRL,1980,69.1
Ireland,IRL,1981,68.65
Ireland,IRL,1982,68.25
Ireland,IRL,1983,67.94999999999999
Ireland,IRL,1984,67.1
Ireland,IRL,1985,66.8
Ireland,IRL,1986,65.65
Ireland,IRL,1987,65.7
Ireland,IRL,1988,64.15
Ireland,IRL,1989,63.650000000000006
Ireland,IRL,1990,63.9
Ireland,IRL,1991,65.05000000000001
Ireland,IRL,1992,63.3
Ireland,IRL,1993,64.30000000000001
Ireland,IRL,1994,64.8
Ireland,IRL,1995,63.85
Ireland,IRL,1996,64.15
Ireland,IRL,1997,64.40000153
Ireland,IRL,1998,64.25
Ireland,IRL,1999,65.05
Ireland,IRL,2000,65.6
Ireland,IRL,2001,65.2
Ireland,IRL,2002,65.65
Ireland,IRL,2003,65.3
Ireland,IRL,2004,65.0
Ireland,IRL,2005,65.35
Ireland,IRL,2006,65.3
Ireland,IRL,2007,65.15
Ireland,IRL,2008,64.80000000000001
Ireland,IRL,2009,63.6
Ireland,IRL,2010,63.5
Ireland,IRL,2011,63.45
Ireland,IRL,2012,63.3
Ireland,IRL,2013,64.15
Ireland,IRL,2014,64.2
Ireland,IRL,2015,64.85
Ireland,IRL,2016,64.9
Ireland,IRL,2017,65.09999847
Ireland,IRL,2018,64.84999847
Ireland,IRL,2019,64.97499770499991
Ireland,IRL,2020,64.99499709299987
Ireland,IRL,2021,65.01499648099984
Ireland,IRL,2022,65.0349958689998
Israel,ISR,1960,66.20000000000567
Israel,ISR,1961,66.20000000000549
Israel,ISR,1962,66.20000000000532
Israel,ISR,1963,66.20000000000513
Israel,ISR,1964,66.20000000000496
Israel,ISR,1965,66.20000000000478
Israel,ISR,1966,66.2000000000046
Israel,ISR,1967,66.20000000000442
Israel,ISR,1968,66.20000000000424
Israel,ISR,1969,66.20000000000405
Israel,ISR,1970,66.20000000000388
Israel,ISR,1971,66.2000000000037
Israel,ISR,1972,66.20000000000351
Israel,ISR,1973,66.20000000000334
Israel,ISR,1974,66.20000000000316
Israel,ISR,1975,66.20000000000297
Israel,ISR,1976,66.2000000000028
Israel,ISR,1977,66.20000000000262
Israel,ISR,1978,66.20000000000243
Israel,ISR,1979,66.20000000000226
Israel,ISR,1980,66.20000000000208
Israel,ISR,1981,66.2000000000019
Israel,ISR,1982,66.20000000000172
Israel,ISR,1983,66.20000000000154
Israel,ISR,1984,66.20000000000137
Israel,ISR,1985,66.20000000000118
Israel,ISR,1986,66.200000000001
Israel,ISR,1987,66.20000000000083
Israel,ISR,1988,66.20000000000064
Israel,ISR,1989,66.20000000000046
Israel,ISR,1990,65.5
Israel,ISR,1991,67.25
Israel,ISR,1992,66.19999999999999
Israel,ISR,1993,65.85
Israel,ISR,1994,65.25
Israel,ISR,1995,65.45
Israel,ISR,1996,64.35
Israel,ISR,1997,63.950000765
Israel,ISR,1998,64.45000076
Israel,ISR,1999,65.2
Israel,ISR,2000,65.19999999999999
Israel,ISR,2001,64.9
Israel,ISR,2002,65.05
Israel,ISR,2003,64.35
Israel,ISR,2004,63.65
Israel,ISR,2005,63.6
Israel,ISR,2006,64.45
Israel,ISR,2007,64.55
Israel,ISR,2008,64.69999999999999
Israel,ISR,2009,65.4
Israel,ISR,2010,66.3
Israel,ISR,2011,65.4
Israel,ISR,2012,65.95
Israel,ISR,2013,67.2
Israel,ISR,2014,67.1
Israel,ISR,2015,67.35
Israel,ISR,2016,67.9
Israel,ISR,2017,67.79999924
Israel,ISR,2018,67.700000765
Israel,ISR,2019,67.9250003849998
Israel,ISR,2020,68.02000053849974
Israel,ISR,2021,68.11500069199968
Israel,ISR,2022,68.21000084549962
Italy,ITA,1960,65.38500000000016
Italy,ITA,1961,65.1950000000001
Italy,ITA,1962,65.00500000000011
Italy,ITA,1963,64.81500000000011
Italy,ITA,1964,64.62500000000011
Italy,ITA,1965,64.43500000000012
Italy,ITA,1966,64.24500000000006
Italy,ITA,1967,64.05500000000006
Italy,ITA,1968,63.865000000000066
Italy,ITA,1969,63.67500000000007
Italy,ITA,1970,63.35
Italy,ITA,1971,63.5
Italy,ITA,1972,63.1
Italy,ITA,1973,62.85
Italy,ITA,1974,62.4
Italy,ITA,1975,62.3
Italy,ITA,1976,62.25
Italy,ITA,1977,62.25
Italy,ITA,1978,62.15
Italy,ITA,1979,61.9
Italy,ITA,1980,61.9
Italy,ITA,1981,61.8
Italy,ITA,1982,62.75
Italy,ITA,1983,62.3
Italy,ITA,1984,62.25
Italy,ITA,1985,62.0
Italy,ITA,1986,61.8
Italy,ITA,1987,61.8
Italy,ITA,1988,61.25
Italy,ITA,1989,60.55
Italy,ITA,1990,60.5
Italy,ITA,1991,60.45
Italy,ITA,1992,59.650000000000006
Italy,ITA,1993,60.2
Italy,ITA,1994,59.650000000000006
Italy,ITA,1995,59.400000000000006
Italy,ITA,1996,59.7
Italy,ITA,1997,59.5
Italy,ITA,1998,59.14999962
Italy,ITA,1999,59.150000000000006
Italy,ITA,2000,59.4
Italy,ITA,2001,59.65
Italy,ITA,2002,60.8
Italy,ITA,2003,60.55
Italy,ITA,2004,60.4
Italy,ITA,2005,60.25
Italy,ITA,2006,60.35
Italy,ITA,2007,60.3
Italy,ITA,2008,59.75
Italy,ITA,2009,59.75
Italy,ITA,2010,59.8
Italy,ITA,2011,60.05
Italy,ITA,2012,60.900000000000006
Italy,ITA,2013,60.85
Italy,ITA,2014,61.25
Italy,ITA,2015,61.2
Italy,ITA,2016,61.7
Italy,ITA,2017,61.700000765
Italy,ITA,2018,62.39999962
Italy,ITA,2019,62.65000000249938
Italy,ITA,2020,63.009999964999224
Italy,ITA,2021,63.36999992749918
Italy,ITA,2022,63.72999988999902
Japan,JPN,1960,73.41000000000031
Japan,JPN,1961,73.12000000000023
Japan,JPN,1962,72.83000000000027
Japan,JPN,1963,72.54000000000019
Japan,JPN,1964,72.25000000000011
Japan,JPN,1965,71.96000000000015
Japan,JPN,1966,71.67000000000007
Japan,JPN,1967,71.38000000000011
Japan,JPN,1968,71.09000000000003
Japan,JPN,1969,70.80000000000007
Japan,JPN,1970,70.6
Japan,JPN,1971,70.15
Japan,JPN,1972,69.8
Japan,JPN,1973,69.75
Japan,JPN,1974,69.4
Japan,JPN,1975,69.25
