Entity,Code,Year,Average effective age of retirement (OECD)
Chile,CHL,1980,68.1
Chile,CHL,1981,67.1
Chile,CHL,1982,65.9
Chile,CHL,1983,66.45
Chile,CHL,1984,66.3
Chile,CHL,1985,67.05000000000001
Chile,CHL,1986,66.5
Chile,CHL,1987,70.2
Chile,CHL,1988,68.7
Chile,CHL,1989,69.95
Chile,CHL,1990,69.4
Chile,CHL,1991,66.1
Chile,CHL,1992,66.0
Chile,CHL,1993,67.6
Chile,CHL,1994,67.9
Chile,CHL,1995,65.75
Chile,CHL,1996,66.65
Chile,CHL,1997,67.549999235
Chile,CHL,1998,67.900001525
Chile,CHL,1999,67.75
Chile,CHL,2000,68.65
Chile,CHL,2001,67.55000000000001
Chile,CHL,2002,66.3
Chile,CHL,2003,66.7
Chile,CHL,2004,66.3
Chile,CHL,2005,67.25
Chile,CHL,2006,68.15
Chile,CHL,2007,69.5
Chile,CHL,2008,68.7
Chile,CHL,2009,68.9
Chile,CHL,2010,68.5
Chile,CHL,2011,68.80000000000001
Chile,CHL,2012,69.35
Chile,CHL,2013,68.65
Chile,CHL,2014,68.95
Chile,CHL,2015,69.2
Chile,CHL,2016,68.9
Chile,CHL,2017,68.14999771000001
Chile,CHL,2018,68.349998475
China,CHN,1987,61.55
China,CHN,1988,61.85
China,CHN,1989,62.15
China,CHN,1990,62.45
China,CHN,1991,62.25
China,CHN,1992,62.0
China,CHN,1993,61.8
China,CHN,1994,61.65
China,CHN,1995,61.45
China,CHN,1996,61.7
China,CHN,1997,61.950000765
China,CHN,1998,62.200000765
China,CHN,1999,62.45
China,CHN,2000,62.75
China,CHN,2001,63.199999999999996
China,CHN,2002,63.7
China,CHN,2003,64.05000000000001
China,CHN,2004,64.35
China,CHN,2005,64.6
China,CHN,2006,64.6
China,CHN,2007,64.55
China,CHN,2008,64.5
China,CHN,2009,64.5
China,CHN,2010,64.4
Croatia,HRV,1995,59.65
Croatia,HRV,1996,59.55
Croatia,HRV,1997,59.5
Croatia,HRV,1998,59.449998855000004
Croatia,HRV,1999,59.55
Croatia,HRV,2000,59.599999999999994
Croatia,HRV,2001,59.7
Croatia,HRV,2002,59.7
Croatia,HRV,2003,59.7
Croatia,HRV,2004,60.099999999999994
Croatia,HRV,2005,59.55
Croatia,HRV,2006,58.9
Croatia,HRV,2007,59.25
Croatia,HRV,2008,60.45
Croatia,HRV,2009,60.0
Croatia,HRV,2010,60.05
Croatia,HRV,2011,60.3
Croatia,HRV,2012,60.45
Croatia,HRV,2013,60.45
Croatia,HRV,2014,61.8
Croatia,HRV,2015,62.4
Croatia,HRV,2016,61.900000000000006
Croatia,HRV,2017,61.85000038
Croatia,HRV,2018,61.399999615
Cyprus,CYP,1981,70.15
Cyprus,CYP,1982,70.2
Cyprus,CYP,1983,70.3
Cyprus,CYP,1984,70.4
Cyprus,CYP,1985,70.5
Cyprus,CYP,1986,70.6
Cyprus,CYP,1987,70.7
Cyprus,CYP,1988,70.80000000000001
Cyprus,CYP,1989,67.65
Cyprus,CYP,1990,67.25
Cyprus,CYP,1991,67.8
Cyprus,CYP,1992,65.5
Cyprus,CYP,1993,65.1
Cyprus,CYP,1994,64.25
Cyprus,CYP,1995,64.4
Cyprus,CYP,1996,64.0
Cyprus,CYP,1997,63.650001525
Cyprus,CYP,1998,63.0
Cyprus,CYP,1999,62.199999999999996
Cyprus,CYP,2000,63.05
Cyprus,CYP,2001,64.2
Cyprus,CYP,2002,63.75
Cyprus,CYP,2003,63.55
Cyprus,CYP,2004,63.699999999999996
Cyprus,CYP,2005,64.1
Cyprus,CYP,2006,63.400000000000006
Cyprus,CYP,2007,64.80000000000001
Cyprus,CYP,2008,64.7
Cyprus,CYP,2009,63.45
Cyprus,CYP,2010,63.35
Cyprus,CYP,2011,63.15
Cyprus,CYP,2012,63.550000000000004
Cyprus,CYP,2013,64.15
Cyprus,CYP,2014,64.35
Cyprus,CYP,2015,64.65
Cyprus,CYP,2016,64.19999999999999
Cyprus,CYP,2017,63.450000765
Cyprus,CYP,2018,63.65000153
Czechia,CZE,1996,59.9
Czechia,CZE,1997,60.049999235
Czechia,CZE,1998,60.049999235
Czechia,CZE,1999,59.900000000000006
Czechia,CZE,2000,59.8
Czechia,CZE,2001,60.05
Czechia,CZE,2002,60.0
Czechia,CZE,2003,60.05
Czechia,CZE,2004,59.849999999999994
Czechia,CZE,2005,59.95
Czechia,CZE,2006,60.0
Czechia,CZE,2007,60.3
Czechia,CZE,2008,60.7
Czechia,CZE,2009,60.5
Czechia,CZE,2010,60.599999999999994
Czechia,CZE,2011,60.85
Czechia,CZE,2012,61.45
Czechia,CZE,2013,61.65
Czechia,CZE,2014,61.9
Czechia,CZE,2015,61.900000000000006
Czechia,CZE,2016,61.65
Czechia,CZE,2017,61.800001144999996
Czechia,CZE,2018,62.25
Denmark,DNK,1970,67.15
Denmark,DNK,1971,66.75
Denmark,DNK,1972,66.45
Denmark,DNK,1973,66.1
Denmark,DNK,1974,65.7
Denmark,DNK,1975,65.35
Denmark,DNK,1976,65.30000000000001
Denmark,DNK,1977,65.19999999999999
Denmark,DNK,1978,65.05000000000001
Denmark,DNK,1979,64.95
Denmark,DNK,1980,64.9
Denmark,DNK,1981,64.80000000000001
Denmark,DNK,1982,65.2
Denmark,DNK,1983,65.05
Denmark,DNK,1984,64.4
Denmark,DNK,1985,64.85
Denmark,DNK,1986,65.45
Denmark,DNK,1987,63.4
Denmark,DNK,1988,62.9
Denmark,DNK,1989,63.85
Denmark,DNK,1990,63.650000000000006
Denmark,DNK,1991,63.3
Denmark,DNK,1992,62.85
Denmark,DNK,1993,61.85
Denmark,DNK,1994,60.9
Denmark,DNK,1995,61.099999999999994
Denmark,DNK,1996,60.7
Denmark,DNK,1997,60.949998855000004
Denmark,DNK,1998,61.10000038
Denmark,DNK,1999,61.85
Denmark,DNK,2000,61.599999999999994
Denmark,DNK,2001,61.95
Denmark,DNK,2002,62.3
Denmark,DNK,2003,63.099999999999994
Denmark,DNK,2004,62.25
Denmark,DNK,2005,62.55
Denmark,DNK,2006,63.099999999999994
Denmark,DNK,2007,62.7
Denmark,DNK,2008,63.15
Denmark,DNK,2009,63.4
Denmark,DNK,2010,62.9
Denmark,DNK,2011,62.45
Denmark,DNK,2012,62.599999999999994
Denmark,DNK,2013,61.95
Denmark,DNK,2014,61.8
Denmark,DNK,2015,62.650000000000006
Denmark,DNK,2016,63.3
Denmark,DNK,2017,63.649999615
Denmark,DNK,2018,63.799999235
Estonia,EST,1970,66.05
Estonia,EST,1971,65.65
Estonia,EST,1972,65.15
Estonia,EST,1973,64.55000000000001
Estonia,EST,1974,63.95
Estonia,EST,1975,63.25
Estonia,EST,1976,63.25
Estonia,EST,1977,63.2
Estonia,EST,1978,63.15
Estonia,EST,1979,63.1
Estonia,EST,1980,63.05
Estonia,EST,1981,63.0
Estonia,EST,1982,62.95
Estonia,EST,1983,62.85
Estonia,EST,1984,62.75
Estonia,EST,1985,63.0
Estonia,EST,1986,63.3
Estonia,EST,1987,63.6
Estonia,EST,1988,63.95
Estonia,EST,1989,64.25
Estonia,EST,1990,64.7
Estonia,EST,1991,64.55
Estonia,EST,1992,63.849999999999994
Estonia,EST,1993,63.95
Estonia,EST,1994,64.15
Estonia,EST,1995,63.9
Estonia,EST,1996,63.7
Estonia,EST,1997,63.85000038
Estonia,EST,1998,62.700000765
Estonia,EST,1999,62.05
Estonia,EST,2000,59.45
Estonia,EST,2001,60.2
Estonia,EST,2002,59.6
Estonia,EST,2003,59.349999999999994
Estonia,EST,2004,60.1
Estonia,EST,2005,62.7
Estonia,EST,2006,64.4
Estonia,EST,2007,64.6
Estonia,EST,2008,65.44999999999999
Estonia,EST,2009,65.9
Estonia,EST,2010,64.6
Estonia,EST,2011,63.6
Estonia,EST,2012,63.15
Estonia,EST,2013,63.55
Estonia,EST,2014,63.3
Estonia,EST,2015,63.900000000000006
Estonia,EST,2016,65.05
Estonia,EST,2017,65.5
Estonia,EST,2018,65.599998475
Europe average,,1970,67.05000000000001
Europe average,,1971,66.7
Europe average,,1972,66.4
Europe average,,1973,66.19999999999999
Europe average,,1974,65.85
Europe average,,1975,65.6
Europe average,,1976,65.25
Europe average,,1977,64.95
Europe average,,1978,64.55
Europe average,,1979,64.1
Europe average,,1980,63.949999999999996
Europe average,,1981,63.6
Europe average,,1982,63.300000000000004
Europe average,,1983,62.95
Europe average,,1984,62.75
Europe average,,1985,62.65
Europe average,,1986,62.5
Europe average,,1987,62.3
Europe average,,1988,62.0
Europe average,,1989,61.900000000000006
Europe average,,1990,61.8
Europe average,,1991,61.599999999999994
Europe average,,1992,61.2
Europe average,,1993,61.2
Europe average,,1994,61.0
Europe average,,1995,60.85
Europe average,,1996,60.6
Europe average,,1997,60.5
Europe average,,1998,60.39999962
Europe average,,1999,60.5
Europe average,,2000,60.55
Europe average,,2001,60.5
Europe average,,2002,60.7
Europe average,,2003,60.7
Europe average,,2004,60.75
Europe average,,2005,61.099999999999994
Europe average,,2006,61.25
Europe average,,2007,61.45
Europe average,,2008,61.75
Europe average,,2009,61.55
Europe average,,2010,61.65
Europe average,,2011,61.65
Europe average,,2012,62.05
Europe average,,2013,62.2
Europe average,,2014,62.349999999999994
Europe average,,2015,62.35
Europe average,,2016,62.65
Europe average,,2017,62.84999847
Europe average,,2018,63.14999962
Finland,FIN,1970,63.95
Finland,FIN,1971,63.199999999999996
Finland,FIN,1972,63.5
Finland,FIN,1973,64.05
Finland,FIN,1974,64.25
Finland,FIN,1975,64.9
Finland,FIN,1976,64.4
Finland,FIN,1977,64.6
Finland,FIN,1978,64.35
Finland,FIN,1979,63.8
Finland,FIN,1980,64.30000000000001
Finland,FIN,1981,64.7
Finland,FIN,1982,63.800000000000004
Finland,FIN,1983,62.95
Finland,FIN,1984,63.150000000000006
Finland,FIN,1985,62.5
Finland,FIN,1986,61.95
Finland,FIN,1987,61.400000000000006
Finland,FIN,1988,61.05
Finland,FIN,1989,60.8
Finland,FIN,1990,60.45
Finland,FIN,1991,59.900000000000006
Finland,FIN,1992,59.849999999999994
Finland,FIN,1993,60.35
Finland,FIN,1994,60.45
Finland,FIN,1995,60.400000000000006
Finland,FIN,1996,60.8
Finland,FIN,1997,59.700000765
Finland,FIN,1998,59.799999235
Finland,FIN,1999,59.45
Finland,FIN,2000,60.0
Finland,FIN,2001,60.3
Finland,FIN,2002,60.4
Finland,FIN,2003,59.8
Finland,FIN,2004,60.099999999999994
Finland,FIN,2005,60.25
Finland,FIN,2006,60.25
Finland,FIN,2007,60.45
Finland,FIN,2008,61.1
Finland,FIN,2009,61.55
Finland,FIN,2010,61.7
Finland,FIN,2011,62.05
Finland,FIN,2012,62.45
Finland,FIN,2013,62.35
Finland,FIN,2014,62.15
Finland,FIN,2015,62.55
Finland,FIN,2016,62.900000000000006
Finland,FIN,2017,63.449998855000004
Finland,FIN,2018,63.85000229
France,FRA,1970,68.35
France,FRA,1971,67.05000000000001
France,FRA,1972,66.65
France,FRA,1973,65.9
France,FRA,1974,65.75
France,FRA,1975,65.3
France,FRA,1976,64.85
France,FRA,1977,64.7
France,FRA,1978,63.95
France,FRA,1979,63.7
France,FRA,1980,63.75
France,FRA,1981,63.5
France,FRA,1982,62.7
France,FRA,1983,62.05
France,FRA,1984,61.5
France,FRA,1985,61.2
France,FRA,1986,61.05
France,FRA,1987,60.6
France,FRA,1988,60.3
France,FRA,1989,60.15
France,FRA,1990,60.15
France,FRA,1991,59.95
France,FRA,1992,60.05
France,FRA,1993,59.95
France,FRA,1994,60.0
France,FRA,1995,59.8
France,FRA,1996,59.75
France,FRA,1997,59.5
France,FRA,1998,59.39999962
France,FRA,1999,59.15
France,FRA,2000,58.8
France,FRA,2001,58.7
France,FRA,2002,58.599999999999994
France,FRA,2003,58.8
France,FRA,2004,58.95
France,FRA,2005,59.05
France,FRA,2006,59.0
France,FRA,2007,59.2
France,FRA,2008,59.25
France,FRA,2009,59.3
France,FRA,2010,59.4
France,FRA,2011,59.2
France,FRA,2012,59.8
France,FRA,2013,59.7
France,FRA,2014,59.65
France,FRA,2015,59.7
France,FRA,2016,60.15
France,FRA,2017,60.549999235
France,FRA,2018,60.79999924
Germany,DEU,1970,65.35
Germany,DEU,1971,64.9
Germany,DEU,1972,64.6
Germany,DEU,1973,64.45
Germany,DEU,1974,64.3
Germany,DEU,1975,64.2
Germany,DEU,1976,64.0
Germany,DEU,1977,63.45
Germany,DEU,1978,62.849999999999994
Germany,DEU,1979,62.4
Germany,DEU,1980,62.0
Germany,DEU,1981,61.95
Germany,DEU,1982,61.7
Germany,DEU,1983,61.45
Germany,DEU,1984,61.55
Germany,DEU,1985,61.3
Germany,DEU,1986,61.05
Germany,DEU,1987,60.95
Germany,DEU,1988,60.95
Germany,DEU,1989,61.05
Germany,DEU,1990,61.5
Germany,DEU,1991,61.2
Germany,DEU,1992,61.3
Germany,DEU,1993,61.099999999999994
Germany,DEU,1994,60.6
Germany,DEU,1995,59.85
Germany,DEU,1996,59.65
Germany,DEU,1997,60.09999847
Germany,DEU,1998,60.35000038
Germany,DEU,1999,60.45
Germany,DEU,2000,60.65
Germany,DEU,2001,60.7
Germany,DEU,2002,60.6
Germany,DEU,2003,60.7
Germany,DEU,2004,60.95
Germany,DEU,2005,61.25
Germany,DEU,2006,61.3
Germany,DEU,2007,61.4
Germany,DEU,2008,60.7
Germany,DEU,2009,61.15
Germany,DEU,2010,61.6
Germany,DEU,2011,61.75
Germany,DEU,2012,61.900000000000006
Germany,DEU,2013,62.3
Germany,DEU,2014,62.7
Germany,DEU,2015,62.75
Germany,DEU,2016,63.25
Germany,DEU,2017,63.5
Germany,DEU,2018,63.799999235
Greece,GRC,1970,65.94999999999999
Greece,GRC,1971,65.85
Greece,GRC,1972,65.75
Greece,GRC,1973,65.65
Greece,GRC,1974,65.55000000000001
Greece,GRC,1975,65.4
Greece,GRC,1976,65.35
Greece,GRC,1977,65.1
Greece,GRC,1978,64.85
Greece,GRC,1979,64.65
Greece,GRC,1980,64.45
Greece,GRC,1981,64.25
Greece,GRC,1982,64.15
Greece,GRC,1983,64.0
Greece,GRC,1984,64.35
Greece,GRC,1985,65.15
Greece,GRC,1986,64.7
Greece,GRC,1987,64.5
Greece,GRC,1988,64.85
Greece,GRC,1989,64.0
Greece,GRC,1990,62.3
Greece,GRC,1991,62.0
Greece,GRC,1992,62.1
Greece,GRC,1993,62.150000000000006
Greece,GRC,1994,61.4
Greece,GRC,1995,62.0
Greece,GRC,1996,63.45
Greece,GRC,1997,62.600000385
Greece,GRC,1998,62.09999847
Greece,GRC,1999,62.9
Greece,GRC,2000,62.95
Greece,GRC,2001,62.150000000000006
Greece,GRC,2002,61.75
Greece,GRC,2003,62.2
Greece,GRC,2004,61.95
Greece,GRC,2005,61.8
Greece,GRC,2006,61.85
Greece,GRC,2007,61.85
Greece,GRC,2008,61.25
Greece,GRC,2009,60.75
Greece,GRC,2010,61.099999999999994
Greece,GRC,2011,60.849999999999994
Greece,GRC,2012,61.099999999999994
Greece,GRC,2013,61.0
Greece,GRC,2014,60.8
Greece,GRC,2015,60.849999999999994
Greece,GRC,2016,61.1
Greece,GRC,2017,60.700000765
Greece,GRC,2018,60.85000038
Hungary,HUN,1970,68.75
Hungary,HUN,1971,67.85
Hungary,HUN,1972,66.94999999999999
Hungary,HUN,1973,66.15
Hungary,HUN,1974,65.35
Hungary,HUN,1975,64.65
Hungary,HUN,1976,64.4
Hungary,HUN,1977,64.2
Hungary,HUN,1978,63.949999999999996
Hungary,HUN,1979,63.7
Hungary,HUN,1980,63.5
Hungary,HUN,1981,63.2
Hungary,HUN,1982,62.9
Hungary,HUN,1983,62.55
Hungary,HUN,1984,62.25
Hungary,HUN,1985,61.9
Hungary,HUN,1986,61.75
Hungary,HUN,1987,61.55
Hungary,HUN,1988,61.400000000000006
Hungary,HUN,1989,61.25
Hungary,HUN,1990,61.1
Hungary,HUN,1991,60.8
Hungary,HUN,1992,60.55
Hungary,HUN,1993,60.0
Hungary,HUN,1994,59.7
Hungary,HUN,1995,59.6
Hungary,HUN,1996,58.55
Hungary,HUN,1997,57.5
Hungary,HUN,1998,56.89999962
Hungary,HUN,1999,57.25
Hungary,HUN,2000,57.05
Hungary,HUN,2001,56.8
Hungary,HUN,2002,56.9
Hungary,HUN,2003,57.4
Hungary,HUN,2004,56.7
Hungary,HUN,2005,58.099999999999994
Hungary,HUN,2006,58.7
Hungary,HUN,2007,58.900000000000006
Hungary,HUN,2008,58.95
Hungary,HUN,2009,59.4
Hungary,HUN,2010,59.5
