Year,Entity,Code,Average annual working hours per worker
1980,Luxembourg,LUX,1682.3013
1981,Luxembourg,LUX,1658.0519
1982,Luxembourg,LUX,1640.4119
1983,Luxembourg,LUX,1634.7815
1984,Luxembourg,LUX,1621.1965
1985,Luxembourg,LUX,1634.8575
1986,Luxembourg,LUX,1626.6595
1987,Luxembourg,LUX,1624.8335
1988,Luxembourg,LUX,1644.8755
1989,Luxembourg,LUX,1633.9436
1990,Luxembourg,LUX,1633.9415
1991,Luxembourg,LUX,1616.6366
1992,Luxembourg,LUX,1595.6875
1993,Luxembourg,LUX,1602.0656
1994,Luxembourg,LUX,1581.1226
1995,Luxembourg,LUX,1592.6145
1996,Luxembourg,LUX,1599.5625
1997,Luxembourg,LUX,1598.037
1998,Luxembourg,LUX,1593.3136
1999,Luxembourg,LUX,1591.7571
2000,Luxembourg,LUX,1602.2155
2001,Luxembourg,LUX,1585.72
2002,Luxembourg,LUX,1580.6825
2003,Luxembourg,LUX,1578.9333
2004,Luxembourg,LUX,1577.8783
2005,Luxembourg,LUX,1549.8424
2006,Luxembourg,LUX,1552.2755
2007,Luxembourg,LUX,1566.2959
2008,Luxembourg,LUX,1566.969
2009,Luxembourg,LUX,1516.4703
2010,Luxembourg,LUX,1516.4979
2011,Luxembourg,LUX,1515.0692
2012,Luxembourg,LUX,1508.0867
2013,Luxembourg,LUX,1502.6809
2014,Luxembourg,LUX,1508.2611
2015,Luxembourg,LUX,1521.0288
2016,Luxembourg,LUX,1519.5106
2017,Luxembourg,LUX,1518.8575
2018,Luxembourg,LUX,1518.8575
2019,Luxembourg,LUX,1518.8575
2020,Luxembourg,LUX,1518.8575
2021,Luxembourg,LUX,1518.8575
2022,Luxembourg,LUX,1518.8575
1970,Malaysia,MYS,2258.9963
1971,Malaysia,MYS,2260.5723
1972,Malaysia,MYS,2262.1729
1973,Malaysia,MYS,2263.8052
1974,Malaysia,MYS,2265.4771
1975,Malaysia,MYS,2267.1948
1976,Malaysia,MYS,2269.095
1977,Malaysia,MYS,2270.9912
1978,Malaysia,MYS,2272.8708
1979,Malaysia,MYS,2274.7268
1980,Malaysia,MYS,2276.562
1981,Malaysia,MYS,2277.6987
1982,Malaysia,MYS,2278.4895
1983,Malaysia,MYS,2277.4053
1984,Malaysia,MYS,2283.334
1985,Malaysia,MYS,2279.4492
1986,Malaysia,MYS,2272.2869
1987,Malaysia,MYS,2273.1543
1988,Malaysia,MYS,2271.488
1989,Malaysia,MYS,2279.645
1990,Malaysia,MYS,2283.2698
1991,Malaysia,MYS,2290.6899
1992,Malaysia,MYS,2298.1726
1993,Malaysia,MYS,2299.5669
1994,Malaysia,MYS,2299.925
1995,Malaysia,MYS,2300.3152
1996,Malaysia,MYS,2300.7361
1997,Malaysia,MYS,2305.6272
1998,Malaysia,MYS,2302.7126
1999,Malaysia,MYS,2304.0952
2000,Malaysia,MYS,2303.3127
2001,Malaysia,MYS,2306.7595
2002,Malaysia,MYS,2334.0334
2003,Malaysia,MYS,2324.4751
2004,Malaysia,MYS,2318.8247
2005,Malaysia,MYS,2361.2639
2006,Malaysia,MYS,2349.0852
2007,Malaysia,MYS,2324.4524
2008,Malaysia,MYS,2298.3066
2009,Malaysia,MYS,2306.564
2010,Malaysia,MYS,2290.2117
2011,Malaysia,MYS,2285.8323
2012,Malaysia,MYS,2268.6323
2013,Malaysia,MYS,2240.9502
2014,Malaysia,MYS,2249.6169
2015,Malaysia,MYS,2238.2729
2016,Malaysia,MYS,2238.2729
2017,Malaysia,MYS,2238.2729
2018,Malaysia,MYS,2238.2729
2019,Malaysia,MYS,2238.2729
2020,Malaysia,MYS,2238.2729
2021,Malaysia,MYS,2238.2729
2022,Malaysia,MYS,2238.2729
1994,Malta,MLT,2258.4878
1995,Malta,MLT,2257.2898
1996,Malta,MLT,2250.3857
1997,Malta,MLT,2252.865
1998,Malta,MLT,2277.3828
1999,Malta,MLT,2254.384
2000,Malta,MLT,2251.1816
2001,Malta,MLT,2159.3369
2002,Malta,MLT,2216.6877
2003,Malta,MLT,2191.6677
2004,Malta,MLT,2091.1963
2005,Malta,MLT,2157.9136
2006,Malta,MLT,2162.856
2007,Malta,MLT,2153.3037
2008,Malta,MLT,2162.9739
2009,Malta,MLT,2168.4038
2010,Malta,MLT,2110.2021
2011,Malta,MLT,2052.0757
2012,Malta,MLT,2027.42
2013,Malta,MLT,2008.3445
2014,Malta,MLT,1976.5052
2015,Malta,MLT,1964.5587
2016,Malta,MLT,2031.9048
2017,Malta,MLT,2040.0317
2018,Malta,MLT,2040.0317
2019,Malta,MLT,2040.0317
2020,Malta,MLT,2040.0317
2021,Malta,MLT,2040.0317
2022,Malta,MLT,2040.0317
1950,Mexico,MEX,2431.7302
1951,Mexico,MEX,2431.2783
1952,Mexico,MEX,2430.8264
1953,Mexico,MEX,2430.3748
1954,Mexico,MEX,2429.9231
1955,Mexico,MEX,2429.4714
1956,Mexico,MEX,2429.0198
1957,Mexico,MEX,2428.5684
1958,Mexico,MEX,2428.1169
1959,Mexico,MEX,2427.6658
1960,Mexico,MEX,2427.2146
1961,Mexico,MEX,2417.5605
1962,Mexico,MEX,2407.9448
1963,Mexico,MEX,2398.3674
1964,Mexico,MEX,2388.8281
1965,Mexico,MEX,2379.3269
1966,Mexico,MEX,2369.8633
1967,Mexico,MEX,2360.4373
1968,Mexico,MEX,2351.0488
1969,Mexico,MEX,2341.6978
1970,Mexico,MEX,2332.3838
1971,Mexico,MEX,2330.5007
1972,Mexico,MEX,2328.6191
1973,Mexico,MEX,2326.7393
1974,Mexico,MEX,2325.123
1975,Mexico,MEX,2323.5081
1976,Mexico,MEX,2321.894
1977,Mexico,MEX,2320.2815
1978,Mexico,MEX,2318.6697
1979,Mexico,MEX,2317.0593
1980,Mexico,MEX,2315.4497
1981,Mexico,MEX,2316.4517
1982,Mexico,MEX,2317.4539
1983,Mexico,MEX,2318.4563
1984,Mexico,MEX,2319.4595
1985,Mexico,MEX,2320.4629
1986,Mexico,MEX,2321.4668
1987,Mexico,MEX,2322.4712
1988,Mexico,MEX,2323.4761
1989,Mexico,MEX,2324.4812
1990,Mexico,MEX,2325.6104
1991,Mexico,MEX,2319.2534
1992,Mexico,MEX,2312.9143
1993,Mexico,MEX,2306.5923
1994,Mexico,MEX,2294.0
1995,Mexico,MEX,2294.0
1996,Mexico,MEX,2314.0
1997,Mexico,MEX,2322.0
1998,Mexico,MEX,2291.0
1999,Mexico,MEX,2306.0
2000,Mexico,MEX,2311.0
2001,Mexico,MEX,2285.0
2002,Mexico,MEX,2271.0
2003,Mexico,MEX,2277.0
2004,Mexico,MEX,2271.0
2005,Mexico,MEX,2290.0
2006,Mexico,MEX,2278.0
2007,Mexico,MEX,2260.0
2008,Mexico,MEX,2264.0
2009,Mexico,MEX,2255.0
2010,Mexico,MEX,2254.0
2011,Mexico,MEX,2248.0
2012,Mexico,MEX,2239.0
2013,Mexico,MEX,2244.0
2014,Mexico,MEX,2242.0
2015,Mexico,MEX,2248.0
2016,Mexico,MEX,2255.0
2017,Mexico,MEX,2255.0
2018,Mexico,MEX,2255.0
2019,Mexico,MEX,2255.0
2020,Mexico,MEX,2255.0
2021,Mexico,MEX,2255.0
2022,Mexico,MEX,2255.0
1970,Myanmar,MMR,2451.2358
1971,Myanmar,MMR,2451.0273
1972,Myanmar,MMR,2450.8252
1973,Myanmar,MMR,2450.6233
1974,Myanmar,MMR,2449.9067
1975,Myanmar,MMR,2449.1809
1976,Myanmar,MMR,2448.3887
1977,Myanmar,MMR,2447.6335
1978,Myanmar,MMR,2446.9165
1979,Myanmar,MMR,2446.2368
1980,Myanmar,MMR,2445.5898
1981,Myanmar,MMR,2444.5784
1982,Myanmar,MMR,2443.6143
1983,Myanmar,MMR,2442.689
1984,Myanmar,MMR,2443.3994
1985,Myanmar,MMR,2444.1794
1986,Myanmar,MMR,2445.1855
1987,Myanmar,MMR,2446.2239
1988,Myanmar,MMR,2447.2898
1989,Myanmar,MMR,2448.3792
1990,Myanmar,MMR,2449.4873
1991,Myanmar,MMR,2449.9634
1992,Myanmar,MMR,2449.3638
1993,Myanmar,MMR,2448.7241
1994,Myanmar,MMR,2448.0374
1995,Myanmar,MMR,2447.2981
1996,Myanmar,MMR,2446.9963
1997,Myanmar,MMR,2446.6213
1998,Myanmar,MMR,2446.1975
1999,Myanmar,MMR,2445.7458
2000,Myanmar,MMR,2445.2773
2001,Myanmar,MMR,2444.8813
2002,Myanmar,MMR,2444.4875
2003,Myanmar,MMR,2444.0911
2004,Myanmar,MMR,2443.6851
2005,Myanmar,MMR,2443.2632
2006,Myanmar,MMR,2442.7166
2007,Myanmar,MMR,2442.1189
2008,Myanmar,MMR,2441.4534
2009,Myanmar,MMR,2440.6943
2010,Myanmar,MMR,2439.7983
2011,Myanmar,MMR,2439.4463
2012,Myanmar,MMR,2439.0742
2013,Myanmar,MMR,2438.6584
2014,Myanmar,MMR,2438.1577
2015,Myanmar,MMR,2437.8633
2016,Myanmar,MMR,2437.8633
2017,Myanmar,MMR,2437.8633
2018,Myanmar,MMR,2437.8633
2019,Myanmar,MMR,2437.8633
2020,Myanmar,MMR,2437.8633
2021,Myanmar,MMR,2437.8633
2022,Myanmar,MMR,2437.8633
1870,Netherlands,NLD,3274.0
1871,Netherlands,NLD,3266.0
1872,Netherlands,NLD,3258.0
1873,Netherlands,NLD,3250.0
1874,Netherlands,NLD,3242.0
1875,Netherlands,NLD,3234.0
1876,Netherlands,NLD,3226.0
1877,Netherlands,NLD,3218.0
1878,Netherlands,NLD,3210.0
1879,Netherlands,NLD,3202.0
1880,Netherlands,NLD,3194.0
1881,Netherlands,NLD,3185.1
1882,Netherlands,NLD,3176.2
1883,Netherlands,NLD,3167.3
1884,Netherlands,NLD,3158.4
1885,Netherlands,NLD,3149.5
1886,Netherlands,NLD,3140.6
1887,Netherlands,NLD,3131.7
1888,Netherlands,NLD,3122.8
1889,Netherlands,NLD,3113.9
1890,Netherlands,NLD,3105.0
1891,Netherlands,NLD,3098.2
1892,Netherlands,NLD,3091.4
1893,Netherlands,NLD,3084.6
1894,Netherlands,NLD,3077.8
1895,Netherlands,NLD,3071.0
1896,Netherlands,NLD,3064.2
1897,Netherlands,NLD,3057.4
1898,Netherlands,NLD,3050.6
1899,Netherlands,NLD,3043.8
1900,Netherlands,NLD,3037.0
1901,Netherlands,NLD,3029.6923076923076
1902,Netherlands,NLD,3022.3846153846152
1903,Netherlands,NLD,3015.076923076923
1904,Netherlands,NLD,3007.769230769231
1905,Netherlands,NLD,3000.4615384615386
1906,Netherlands,NLD,2993.153846153846
1907,Netherlands,NLD,2985.846153846154
1908,Netherlands,NLD,2978.5384615384614
1909,Netherlands,NLD,2971.230769230769
1910,Netherlands,NLD,2963.923076923077
1911,Netherlands,NLD,2956.6153846153848
1912,Netherlands,NLD,2949.3076923076924
1913,Netherlands,NLD,2942.0
1914,Netherlands,NLD,2897.6875
1915,Netherlands,NLD,2853.375
1916,Netherlands,NLD,2809.0625
1917,Netherlands,NLD,2764.75
1918,Netherlands,NLD,2720.4375
1919,Netherlands,NLD,2676.125
1920,Netherlands,NLD,2631.8125
1921,Netherlands,NLD,2587.5
1922,Netherlands,NLD,2543.1875
1923,Netherlands,NLD,2498.875
1924,Netherlands,NLD,2454.5625
1925,Netherlands,NLD,2410.25
1926,Netherlands,NLD,2365.9375
1927,Netherlands,NLD,2321.625
1928,Netherlands,NLD,2277.3125
1929,Netherlands,NLD,2233.0
1930,Netherlands,NLD,2238.3333333333335
1931,Netherlands,NLD,2243.6666666666665
1932,Netherlands,NLD,2249.0
1933,Netherlands,NLD,2254.3333333333335
1934,Netherlands,NLD,2259.6666666666665
1935,Netherlands,NLD,2265.0
1936,Netherlands,NLD,2270.3333333333335
1937,Netherlands,NLD,2275.6666666666665
1938,Netherlands,NLD,2281.0
1939,Netherlands,NLD,2257.0829083333333
1940,Netherlands,NLD,2233.1658166666666
1941,Netherlands,NLD,2209.248725
1942,Netherlands,NLD,2185.3316333333332
1943,Netherlands,NLD,2161.4145416666665
1944,Netherlands,NLD,2137.49745
1945,Netherlands,NLD,2113.580358333333
1946,Netherlands,NLD,2089.6632666666665
1947,Netherlands,NLD,2065.7461749999998
1948,Netherlands,NLD,2041.8290833333333
1949,Netherlands,NLD,2017.9119916666666
1950,Netherlands,NLD,1993.9949
1951,Netherlands,NLD,1979.3413
1952,Netherlands,NLD,1964.7954
1953,Netherlands,NLD,1950.3564
1954,Netherlands,NLD,1936.0237
1955,Netherlands,NLD,1921.7961
1956,Netherlands,NLD,1907.6732
1957,Netherlands,NLD,1893.6541
1958,Netherlands,NLD,1879.7379
1959,Netherlands,NLD,1865.9241
1960,Netherlands,NLD,1852.2117
1961,Netherlands,NLD,1850.542
1962,Netherlands,NLD,1848.8738
1963,Netherlands,NLD,1847.2072
1964,Netherlands,NLD,1845.542
1965,Netherlands,NLD,1843.8783
1966,Netherlands,NLD,1842.2162
1967,Netherlands,NLD,1840.5555
1968,Netherlands,NLD,1838.8964
1969,Netherlands,NLD,1875.0446
1970,Netherlands,NLD,1835.5825
1971,Netherlands,NLD,1802.0966
1972,Netherlands,NLD,1800.3485
1973,Netherlands,NLD,1773.9435
1974,Netherlands,NLD,1720.4615
1975,Netherlands,NLD,1667.3665
1976,Netherlands,NLD,1651.4924
1977,Netherlands,NLD,1631.2665
1978,Netherlands,NLD,1602.7205
1979,Netherlands,NLD,1581.2885
1980,Netherlands,NLD,1578.3605
1981,Netherlands,NLD,1577.8354
1982,Netherlands,NLD,1563.3324
1983,Netherlands,NLD,1548.4104
1984,Netherlands,NLD,1540.2925
1985,Netherlands,NLD,1523.8414
1986,Netherlands,NLD,1508.9044
1987,Netherlands,NLD,1487.6425
1988,Netherlands,NLD,1484.4354
1989,Netherlands,NLD,1479.6885
1990,Netherlands,NLD,1473.8715
1991,Netherlands,NLD,1464.7715
1992,Netherlands,NLD,1471.1754
1993,Netherlands,NLD,1460.8594
1994,Netherlands,NLD,1468.4915
1995,Netherlands,NLD,1479.2355
1996,Netherlands,NLD,1494.4548
1997,Netherlands,NLD,1480.0753
1998,Netherlands,NLD,1476.3424
1999,Netherlands,NLD,1475.2928
2000,Netherlands,NLD,1462.0212
2001,Netherlands,NLD,1451.8977
2002,Netherlands,NLD,1434.8143
2003,Netherlands,NLD,1426.554
2004,Netherlands,NLD,1447.5278
2005,Netherlands,NLD,1433.5756
2006,Netherlands,NLD,1430.4602
2007,Netherlands,NLD,1429.7458
2008,Netherlands,NLD,1430.0443
2009,Netherlands,NLD,1421.9767
2010,Netherlands,NLD,1421.3412
2011,Netherlands,NLD,1422.4435
2012,Netherlands,NLD,1413.1395
2013,Netherlands,NLD,1417.5695
2014,Netherlands,NLD,1428.8756
2015,Netherlands,NLD,1423.9202
2016,Netherlands,NLD,1436.729
2017,Netherlands,NLD,1430.0229
2018,Netherlands,NLD,1430.0229
2019,Netherlands,NLD,1430.0229
2020,Netherlands,NLD,1430.0229
2021,Netherlands,NLD,1430.0229
2022,Netherlands,NLD,1430.0229
1970,New Zealand,NZL,1900.6941
1971,New Zealand,NZL,1896.7161
1972,New Zealand,NZL,1892.9427
1973,New Zealand,NZL,1889.1609
1974,New Zealand,NZL,1885.3789
1975,New Zealand,NZL,1881.6034
1976,New Zealand,NZL,1877.8325
1977,New Zealand,NZL,1874.0708
1978,New Zealand,NZL,1870.369
1979,New Zealand,NZL,1866.3364
1980,New Zealand,NZL,1864.4515
1981,New Zealand,NZL,1861.2894
1982,New Zealand,NZL,1846.8429
1983,New Zealand,NZL,1844.5219
1984,New Zealand,NZL,1852.9146
1985,New Zealand,NZL,1837.2321
1986,New Zealand,NZL,1834.0
1987,New Zealand,NZL,1838.0
1988,New Zealand,NZL,1829.0
1989,New Zealand,NZL,1820.0
1990,New Zealand,NZL,1809.0
1991,New Zealand,NZL,1792.0
1992,New Zealand,NZL,1799.0
1993,New Zealand,NZL,1853.0
1994,New Zealand,NZL,1848.0
1995,New Zealand,NZL,1841.0
1996,New Zealand,NZL,1834.0
1997,New Zealand,NZL,1826.0
1998,New Zealand,NZL,1829.0
1999,New Zealand,NZL,1845.0
2000,New Zealand,NZL,1836.0
2001,New Zealand,NZL,1825.0
2002,New Zealand,NZL,1826.0
2003,New Zealand,NZL,1823.0
2004,New Zealand,NZL,1830.0
2005,New Zealand,NZL,1815.0
2006,New Zealand,NZL,1795.0
2007,New Zealand,NZL,1774.0
2008,New Zealand,NZL,1761.0
2009,New Zealand,NZL,1740.0
2010,New Zealand,NZL,1755.0
2011,New Zealand,NZL,1746.0
2012,New Zealand,NZL,1734.0
2013,New Zealand,NZL,1752.0
2014,New Zealand,NZL,1762.0
2015,New Zealand,NZL,1757.0
2016,New Zealand,NZL,1752.0
2017,New Zealand,NZL,1752.0
2018,New Zealand,NZL,1752.0
2019,New Zealand,NZL,1752.0
2020,New Zealand,NZL,1752.0
2021,New Zealand,NZL,1752.0
2022,New Zealand,NZL,1752.0
2010,Nigeria,NGA,1996.6565
2011,Nigeria,NGA,1984.2125
2012,Nigeria,NGA,1880.9844
2013,Nigeria,NGA,1893.6323
2014,Nigeria,NGA,1909.653
2015,Nigeria,NGA,1703.4781
2016,Nigeria,NGA,1827.2401
2017,Nigeria,NGA,1827.2401
2018,Nigeria,NGA,1827.2401
2019,Nigeria,NGA,1827.2401
2020,Nigeria,NGA,1827.2401
2021,Nigeria,NGA,1827.2401
2022,Nigeria,NGA,1827.2401
1950,Norway,NOR,2129.4849
1951,Norway,NOR,2118.7014
1952,Norway,NOR,2107.9727
1953,Norway,NOR,2097.2981
1954,Norway,NOR,2086.6777
1955,Norway,NOR,2076.1111
1956,Norway,NOR,2065.5979
1957,Norway,NOR,2055.1379
1958,Norway,NOR,2044.7311
1959,Norway,NOR,2034.3768
1960,Norway,NOR,2024.075
1961,Norway,NOR,2009.3054
1962,Norway,NOR,1994.6438
1963,Norway,NOR,1985.6454
1964,Norway,NOR,1995.6436
1965,Norway,NOR,1950.6516
1966,Norway,NOR,1951.6514
1967,Norway,NOR,1935.6543
1968,Norway,NOR,1896.6613
1969,Norway,NOR,1848.6698
1970,Norway,NOR,1834.6724
1971,Norway,NOR,1812.6763
1972,Norway,NOR,1779.6821
1973,Norway,NOR,1765.6847
1974,Norway,NOR,1744.6884
1975,Norway,NOR,1727.6914
1976,Norway,NOR,1674.0947
1977,Norway,NOR,1637.9404
1978,Norway,NOR,1601.4917
1979,Norway,NOR,1580.1366
1980,Norway,NOR,1579.7845
1981,Norway,NOR,1569.9088
1982,Norway,NOR,1558.481
1983,Norway,NOR,1553.8071
1984,Norway,NOR,1548.6146
1985,Norway,NOR,1542.6471
1986,Norway,NOR,1538.2059
1987,Norway,NOR,1510.6976
1988,Norway,NOR,1513.5641
1989,Norway,NOR,1510.8329
1990,Norway,NOR,1502.6711
1991,Norway,NOR,1500.4907
1992,Norway,NOR,1510.3245
1993,Norway,NOR,1506.5886
1994,Norway,NOR,1504.5739
1995,Norway,NOR,1487.7358
1996,Norway,NOR,1482.2007
1997,Norway,NOR,1477.5382
1998,Norway,NOR,1475.7112
1999,Norway,NOR,1474.8483
2000,Norway,NOR,1456.4656
2001,Norway,NOR,1430.8419
2002,Norway,NOR,1416.3457
2003,Norway,NOR,1404.5042
2004,Norway,NOR,1423.8383
2005,Norway,NOR,1427.7825
2006,Norway,NOR,1425.226
2007,Norway,NOR,1434.3196
2008,Norway,NOR,1438.6703
2009,Norway,NOR,1416.8906
2010,Norway,NOR,1426.4763
2011,Norway,NOR,1430.038
2012,Norway,NOR,1428.465
2013,Norway,NOR,1417.9874
2014,Norway,NOR,1420.2477
2015,Norway,NOR,1422.5608
2016,Norway,NOR,1429.0883
2017,Norway,NOR,1417.4723
2018,Norway,NOR,1417.4723
2019,Norway,NOR,1417.4723
2020,Norway,NOR,1417.4723
2021,Norway,NOR,1417.4723
2022,Norway,NOR,1417.4723
1970,Pakistan,PAK,2215.5176
1971,Pakistan,PAK,2256.3687
1972,Pakistan,PAK,2204.0798
1973,Pakistan,PAK,2238.2603
1974,Pakistan,PAK,2270.1731
1975,Pakistan,PAK,2308.2813
1976,Pakistan,PAK,2265.5247
1977,Pakistan,PAK,2220.8157
1978,Pakistan,PAK,2176.0486
1979,Pakistan,PAK,2130.6965
1980,Pakistan,PAK,2143.271
1981,Pakistan,PAK,2125.9895
1982,Pakistan,PAK,2129.3101
1983,Pakistan,PAK,2132.9883
1984,Pakistan,PAK,2140.3125
1985,Pakistan,PAK,2157.97
1986,Pakistan,PAK,2164.0027
1987,Pakistan,PAK,2134.238
1988,Pakistan,PAK,2108.9004
1989,Pakistan,PAK,2138.9285
1990,Pakistan,PAK,2167.2649
1991,Pakistan,PAK,2205.8513
1992,Pakistan,PAK,2202.4463
1993,Pakistan,PAK,2233.5469
1994,Pakistan,PAK,2195.5017
1995,Pakistan,PAK,2217.4604
1996,Pakistan,PAK,2211.9167
1997,Pakistan,PAK,2199.7478
1998,Pakistan,PAK,2177.5776
1999,Pakistan,PAK,2179.28
2000,Pakistan,PAK,2186.4368
2001,Pakistan,PAK,2178.7424
2002,Pakistan,PAK,2169.9292
2003,Pakistan,PAK,2184.9133
2004,Pakistan,PAK,2176.8701
2005,Pakistan,PAK,2164.6743
2006,Pakistan,PAK,2131.4966
2007,Pakistan,PAK,2135.8044
2008,Pakistan,PAK,2128.708
2009,Pakistan,PAK,2109.1353
2010,Pakistan,PAK,2127.9233
2011,Pakistan,PAK,2114.8743
2012,Pakistan,PAK,2101.45
2013,Pakistan,PAK,2088.7529
2014,Pakistan,PAK,2095.2488
2015,Pakistan,PAK,2096.1443
2016,Pakistan,PAK,2096.1443
2017,Pakistan,PAK,2096.1443
2018,Pakistan,PAK,2096.1443
2019,Pakistan,PAK,2096.1443
2020,Pakistan,PAK,2096.1443
2021,Pakistan,PAK,2096.1443
2022,Pakistan,PAK,2096.1443
1950,Peru,PER,2157.0
1951,Peru,PER,2151.7302
1952,Peru,PER,2146.4736
1953,Peru,PER,2141.2297
1954,Peru,PER,2135.9985
1955,Peru,PER,2130.78
1956,Peru,PER,2125.5745
1957,Peru,PER,2120.3816
1958,Peru,PER,2115.2014
1959,Peru,PER,2110.0339
1960,Peru,PER,2104.8789
1961,Peru,PER,2099.7366
1962,Peru,PER,2094.6069
1963,Peru,PER,2089.4897
1964,Peru,PER,2084.385
1965,Peru,PER,2079.2927
1966,Peru,PER,2074.2129
1967,Peru,PER,2069.1455
1968,Peru,PER,2064.0906
1969,Peru,PER,2059.0479
1970,Peru,PER,2054.0173
1971,Peru,PER,2048.9993
1972,Peru,PER,2043.9935
1973,Peru,PER,2039.0
1974,Peru,PER,2032.4211
1975,Peru,PER,2025.8635
1976,Peru,PER,2019.327
1977,Peru,PER,2012.8116
1978,Peru,PER,2006.3173
1979,Peru,PER,1999.8439
1980,Peru,PER,1993.3912
1981,Peru,PER,1986.9596
1982,Peru,PER,1980.5486
1983,Peru,PER,1974.1583
1984,Peru,PER,1967.7887
1985,Peru,PER,1961.4396
1986,Peru,PER,1955.111
1987,Peru,PER,1948.8027
1988,Peru,PER,1942.5149
1989,Peru,PER,1936.2473
1990,Peru,PER,1930.0
1991,Peru,PER,1928.9998
1992,Peru,PER,1928.0
1993,Peru,PER,1927.6665
1994,Peru,PER,1927.3331
1995,Peru,PER,1926.9998
1996,Peru,PER,1926.6664
1997,Peru,PER,1926.3331
1998,Peru,PER,1926.0
1999,Peru,PER,1890.957
2000,Peru,PER,2005.0114
2001,Peru,PER,1982.5784
2002,Peru,PER,2003.0768
2003,Peru,PER,1985.3206
2004,Peru,PER,1974.6361
2005,Peru,PER,1956.4169
2006,Peru,PER,1968.9254
2007,Peru,PER,1989.0568
2008,Peru,PER,1989.981
2009,Peru,PER,1960.8812
2010,Peru,PER,1926.2219
2011,Peru,PER,1923.7831
2012,Peru,PER,1923.4186
2013,Peru,PER,1919.1624
2014,Peru,PER,1904.4829
2015,Peru,PER,1932.4581
2016,Peru,PER,1932.4581
2017,Peru,PER,1932.4581
2018,Peru,PER,1932.4581
2019,Peru,PER,1932.4581
2020,Peru,PER,1932.4581
2021,Peru,PER,1932.4581
2022,Peru,PER,1932.4581
1970,Philippines,PHL,2113.6689
1971,Philippines,PHL,2116.4604
1972,Philippines,PHL,2118.3684
1973,Philippines,PHL,2109.4307
1974,Philippines,PHL,2120.0684
1975,Philippines,PHL,2124.2627
1976,Philippines,PHL,2124.6768
1977,Philippines,PHL,2161.4109
1978,Philippines,PHL,2136.6262
1979,Philippines,PHL,2135.6489
1980,Philippines,PHL,2134.4941
1981,Philippines,PHL,2135.5039
1982,Philippines,PHL,2131.0586
1983,Philippines,PHL,2141.8547
1984,Philippines,PHL,2172.7959
1985,Philippines,PHL,2174.2009
1986,Philippines,PHL,2171.3867
1987,Philippines,PHL,2179.793
1988,Philippines,PHL,2188.2681
1989,Philippines,PHL,2197.3484
1990,Philippines,PHL,2191.7815
1991,Philippines,PHL,2176.1108
1992,Philippines,PHL,2175.9771
1993,Philippines,PHL,2135.9644
1994,Philippines,PHL,2149.8604
1995,Philippines,PHL,2129.8364
1996,Philippines,PHL,2094.2141
1997,Philippines,PHL,2098.4424
1998,Philippines,PHL,2091.7673
1999,Philippines,PHL,2081.3909
2000,Philippines,PHL,2086.844
2001,Philippines,PHL,2079.7271
2002,Philippines,PHL,2061.2661
2003,Philippines,PHL,2077.873
2004,Philippines,PHL,2084.7686
2005,Philippines,PHL,2103.6121
2006,Philippines,PHL,2077.9478
2007,Philippines,PHL,2093.1072
2008,Philippines,PHL,2113.2456
2009,Philippines,PHL,2117.425
2010,Philippines,PHL,2124.781
2011,Philippines,PHL,2126.8171
2012,Philippines,PHL,2132.0334
2013,Philippines,PHL,2141.512
2014,Philippines,PHL,2143.2434
2015,Philippines,PHL,2148.5645
2016,Philippines,PHL,2148.5645
2017,Philippines,PHL,2148.5645
2018,Philippines,PHL,2148.5645
2019,Philippines,PHL,2148.5645
2020,Philippines,PHL,2148.5645
2021,Philippines,PHL,2148.5645
2022,Philippines,PHL,2148.5645
1993,Poland,POL,2070.8213
1994,Poland,POL,2084.6243
1995,Poland,POL,2081.9163
1996,Poland,POL,2082.0403
1997,Poland,POL,2081.8833
1998,Poland,POL,2081.8135
1999,Poland,POL,2079.9983
2000,Poland,POL,2081.6973
2001,Poland,POL,2083.6909
2002,Poland,POL,2078.4751
2003,Poland,POL,2084.1721
2004,Poland,POL,2084.5327
2005,Poland,POL,2079.0483
2006,Poland,POL,2080.5796
2007,Poland,POL,2077.6145
2008,Poland,POL,2069.6001
2009,Poland,POL,2054.0
2010,Poland,POL,2048.8
2011,Poland,POL,2043.6
2012,Poland,POL,2038.4
2013,Poland,POL,2034.7546
2014,Poland,POL,2041.3219
2015,Poland,POL,2049.009
2016,Poland,POL,2050.3591
2017,Poland,POL,2028.4952
2018,Poland,POL,2028.4952
2019,Poland,POL,2028.4952
2020,Poland,POL,2028.4952
2021,Poland,POL,2028.4952
2022,Poland,POL,2028.4952
1950,Portugal,PRT,2399.4299
1951,Portugal,PRT,2384.1846
1952,Portugal,PRT,2369.0359
1953,Portugal,PRT,2353.9834
1954,Portugal,PRT,2339.0269
1955,Portugal,PRT,2324.165
1956,Portugal,PRT,2309.3977
1957,Portugal,PRT,2294.7244
1958,Portugal,PRT,2280.1443
1959,Portugal,PRT,2265.6565
1960,Portugal,PRT,2251.261
1961,Portugal,PRT,2238.8623
1962,Portugal,PRT,2226.5317
1963,Portugal,PRT,2214.269
1964,Portugal,PRT,2202.074
1965,Portugal,PRT,2189.946
1966,Portugal,PRT,2177.885
1967,Portugal,PRT,2165.8904
1968,Portugal,PRT,2153.9617
1969,Portugal,PRT,2142.0986
1970,Portugal,PRT,2097.2881
