File,Title
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Current taxes on income and wealth (direct taxes): general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
AMECO16.XLSX,Net social contributions received: general government :- ESA 2010 
